"pers_no","action_type","reason_for_action","company_code","company_code_1","personnel_area","personnel_subarea","cost_ctr","cost_center","organizational_unit","start_date_action","end_date_action","organizational_key","position","date"
10000673,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1210,"NZ Mould Repairs","Forming Services","6/07/2015","17/07/2015","","Temporary Factory Worker","6/07/2015"
10000674,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1580,"NZ Warehousing","Supply Chain","9/07/2015","10/07/2015","","Temporary General Worker","9/07/2015"
10000675,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Wine, Food and Distributors","29/07/2015","11/07/2016","","Bus Sales Mgr - Wine, Food and Distrib.","29/07/2015"
10000676,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Beer, Spirits, RTD & NAB","24/08/2015","30/09/2018","","Senior Account Manager","24/08/2015"
10000676,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Beer, Spirits, RTD & NAB","24/08/2015","30/09/2018","Commercial","Senior Account Manager","24/08/2015"
10000677,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Wine, Food and Distributors","3/09/2015","28/03/2019","","Account Manager","3/09/2015"
10000677,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Wine, Food and Distributors","3/09/2015","28/03/2019","Commercial","Account Manager","3/09/2015"
10000677,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales","3/09/2015","28/03/2019","Commercial","Account Manager","3/09/2015"
10000678,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1220,"NZ Maint - General","Plant Maintenance","1/10/2015","31/12/9999","","Plant Maintenance Supervisor","1/10/2015"
10000678,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1220,"NZ Maint - General","Plant Maintenance","1/10/2015","31/12/9999","Manufacturing & Engineering","Plant Maintenance Supervisor","1/10/2015"
10000679,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","2/11/2015","28/02/2017","","Graduate - Manufacturing","2/11/2015"
10000680,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","10/11/2015","22/04/2016","","Temporary Resorter","10/11/2015"
10000680,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","18/07/2016","5/02/2017","","Temporary Resorter","18/07/2016"
10000681,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming C Shift","16/11/2015","31/07/2016","","Bottle Machine Operator Grade 3","16/11/2015"
10000682,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","7/12/2015","31/12/9999","","Forming Specialist","7/12/2015"
10000682,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","7/12/2015","31/12/9999","Manufacturing & Engineering","Forming Specialist","7/12/2015"
10000683,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","5/01/2016","18/03/2016","","Temporary Electrician","5/01/2016"
10000684,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","ACI Glass Packaging New Zealand","1/01/2016","31/12/2017","","General Manager - O-I New Zealand","1/01/2016"
10000685,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Supply Chain","18/01/2016","31/03/2017","","Project Lead - 3PL and Supply Chain","18/01/2016"
10000686,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales & Marketing","25/01/2016","30/04/2017","","Pricing and Business Analyst","25/01/2016"
10000687,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","25/01/2016","3/07/2016","","Temporary Electrician","25/01/2016"
10000687,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical Inspection","25/01/2016","3/07/2016","","Temporary Electrician","25/01/2016"
10000687,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1235,"NZ Maint - Elec Insp","Electrical Inspection","25/01/2016","3/07/2016","","Temporary Electrician","25/01/2016"
10000688,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products A Shift","9/02/2016","31/07/2016","","Multi-Skilled Operator Trainee","9/02/2016"
10000689,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1220,"NZ Maint - General","Plant Maintenance","29/02/2016","31/07/2016","","Plant Maintenance Fitter","29/02/2016"
10000690,"Hire Employee","Fill temporary absence",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","1/03/2016","5/02/2017","","Temporary Resorter","1/03/2016"
10000691,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","7/03/2016","31/12/9999","","Forehearth Specialist","7/03/2016"
10000691,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","7/03/2016","31/12/9999","Manufacturing & Engineering","Forehearth Specialist","7/03/2016"
10000692,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","7/03/2016","9/05/2016","","Temporary Electrician","7/03/2016"
10000693,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","14/03/2016","31/12/2016","","Finance Director","14/03/2016"
10000694,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","8/04/2016","20/04/2016","","Temporary Resorter","8/04/2016"
10000695,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","4/04/2016","21/10/2016","","Sourcing Specialist","4/04/2016"
10000696,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","7/04/2016","25/03/2018","","Graduate - Manufacturing","7/04/2016"
10000696,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","7/04/2016","25/03/2018","Manufacturing & Engineering","Graduate - Manufacturing","7/04/2016"
10000697,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","7/04/2016","27/08/2017","","Graduate - Manufacturing","7/04/2016"
10000698,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","8/04/2016","5/02/2017","","Temporary Resorter","8/04/2016"
10000699,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","18/04/2016","5/02/2017","","Temporary Resorter","18/04/2016"
10000700,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","18/04/2016","5/02/2017","","Temporary Resorter","18/04/2016"
10000701,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","26/04/2016","26/09/2018","","Accounts Payable Officer","26/04/2016"
10000701,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","26/04/2016","26/09/2018","Finance","Accounts Payable Officer","26/04/2016"
10000702,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1290,"NZ HR & Training","Human Resources","16/05/2016","28/07/2016","","Health, Safety and Environment Manager","16/05/2016"
10000703,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","23/05/2016","31/07/2016","","Verifier","23/05/2016"
10000704,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1170,"NZ Pack","Quality Control","30/05/2016","5/08/2016","","Continuous Improvment Co-ordinator","30/05/2016"
10000705,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1290,"NZ HR & Training","Human Resources","30/05/2016","5/05/2017","","Human Resources Co-ordinator","30/05/2016"
10000706,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming D Shift","2/06/2016","31/07/2016","","Waremaker","2/06/2016"
10000707,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","7/06/2016","31/07/2016","","Machine Maintenance Fitter","7/06/2016"
10000708,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","20/06/2016","31/07/2017","","Electrician","20/06/2016"
10000709,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming A Shift","30/06/2016","31/07/2016","","Waremaker","30/06/2016"
10000710,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Supply Chain","5/07/2016","31/12/9999","","Inventory Controller","5/07/2016"
10000710,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Supply Chain","5/07/2016","31/12/9999","","Inventory Co-ordinator","5/07/2016"
10000710,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Supply Chain","5/07/2016","31/12/9999","Supply Chain","Inventory Co-ordinator","5/07/2016"
10000711,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1240,"NZ Maint - Machine","Machine Maintenance","11/07/2016","31/12/9999","","IS Repair Manager","11/07/2016"
10000711,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1240,"NZ Maint - Machine","Machine Maintenance","11/07/2016","31/12/9999","Manufacturing & Engineering","IS Repair Manager","11/07/2016"
10000712,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products C Shift","18/07/2016","31/07/2016","","Verifier","18/07/2016"
10000713,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1230,"NZ Maint - Elec Plan","Electrical","3/08/2016","31/10/2018","","Assistant Electrical Supervisor","3/08/2016"
10000713,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1230,"NZ Maint - Elec Plan","Electrical","3/08/2016","31/10/2018","Manufacturing & Engineering","Assistant Electrical Supervisor","3/08/2016"
10000713,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1230,"NZ Maint - Elec Plan","Electrical Inspection","3/08/2016","31/10/2018","Manufacturing & Engineering","Assistant Electrical Supervisor","3/08/2016"
10000714,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Manufacturing","30/08/2016","11/07/2017","","EHS Co-ordinator","30/08/2016"
10000715,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","1/09/2016","30/04/2017","","Strategic Sourcing Manager","1/09/2016"
10000716,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales & Marketing","1/09/2016","12/07/2017","","Customer Service Officer","1/09/2016"
10000717,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Manufacturing","13/09/2016","1/12/2016","","Environment, Health & Safety Manager","12/09/2016"
10000718,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming C Shift","12/09/2016","11/02/2017","","Bottle Machine Operator Grade 3","12/09/2016"
10000719,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","26/09/2016","30/04/2017","","Business Analyst","26/09/2016"
10000720,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","25/10/2016","30/04/2017","","Temporary Electrician","25/10/2016"
10000721,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1280,"NZ Cust Tech Serv","Customer Technical Services","17/10/2016","30/04/2017","","Area Quality Engineer","17/10/2016"
10000722,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1220,"NZ Maint - General","Plant Maintenance","21/11/2016","28/02/2017","","Plant Maintenance Fitter","21/11/2016"
10000723,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1230,"NZ Maint - Elec Plan","Electrical","12/12/2016","31/12/9999","","Electrical Process Control Engineer","12/12/2016"
10000723,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1230,"NZ Maint - Elec Plan","Electrical","12/12/2016","31/12/9999","Manufacturing & Engineering","Electrical Process Control Engineer","12/12/2016"
10000724,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Supply Chain","12/12/2016","13/07/2018","","Logistics Manager","12/12/2016"
10000724,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Supply Chain","12/12/2016","13/07/2018","Supply Chain","Logistics Manager","12/12/2016"
10000725,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming A Shift","12/12/2016","31/07/2017","","Waremaker","12/12/2016"
10000726,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","9/01/2017","31/12/9999","","Sourcing Specialist","9/01/2017"
10000726,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","9/01/2017","31/12/9999","","Procurement Specialist","9/01/2017"
10000726,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","9/01/2017","31/12/9999","Supply Chain","Procurement Specialist","9/01/2017"
10000726,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Purchasing","9/01/2017","31/12/9999","Supply Chain","Procurement Specialist","9/01/2017"
10000727,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","9/01/2017","31/07/2017","","Verifier","9/01/2017"
10000728,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","23/01/2017","8/12/2017","","Finance Director","23/01/2017"
10000728,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","23/01/2017","8/12/2017","","Finance Director - ANZ","23/01/2017"
10000729,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming B Shift","1/02/2017","22/07/2017","","Waremaker","1/02/2017"
10000730,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","7/02/2017","7/07/2017","","Machine Maintenance Fitter","7/02/2017"
