"pers_no","action_type","reason_for_action","co_cd","company_code","personnel_area","personnel_subarea","cost_ctr","cost_center","organizational_unit","date","turnover","turn_abs"
10000640,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1580,"NZ Warehousing","Supply Chain","3/02/2014",1,1
10000642,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","10/02/2014",1,1
10000644,"Hire Employee","",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming D Shift","10/02/2014",1,1
10000645,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Supply Chain","3/03/2014",1,1
10000646,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Unit Plant Management","14/04/2014",1,1
10000646,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Manufacturing","1/04/2016",1,1
10000647,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1365,"NZ Marketing","Marketing","5/05/2014",1,1
10000648,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming C Shift","19/05/2014",1,1
10000649,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","26/05/2014",1,1
10000650,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming B Shift","26/05/2014",1,1
10000651,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","26/05/2014",1,1
10000652,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1310,"NZ Non Operating","Manufacturing","26/05/2014",1,1
10000652,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","26/05/2014",1,1
10000653,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1310,"NZ Non Operating","Manufacturing","26/05/2014",1,1
10000653,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","26/05/2014",1,1
10000653,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","26/05/2014",1,1
10000653,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1400,"NZ Admin","Administration","26/05/2014",1,1
10000654,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming B Shift","18/06/2014",1,1
10000655,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales","21/07/2014",1,1
10000655,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales & Marketing","21/07/2014",1,1
10000656,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1220,"NZ Maint - General","Plant Maintenance","28/07/2014",1,1
10000657,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","25/08/2014",1,1
10000658,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1365,"NZ Marketing","Marketing","1/09/2014",1,1
10000658,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Wine, Food and Distributors","1/09/2014",1,1
10000659,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","8/09/2014",1,1
10000660,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Human Resources","22/09/2014",1,1
10000661,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","3/11/2014",1,1
10000661,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","3/11/2014",1,1
10000662,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","3/11/2014",1,1
10000662,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","3/11/2014",1,1
10000663,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","3/11/2014",1,1
10000663,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","3/11/2014",1,1
10000664,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","5/01/2015",1,1
10000664,"Rehire","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","23/06/2019",1,1
10000665,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1210,"NZ Mould Repairs","Forming Services","27/01/2015",1,1
10000666,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1280,"NZ Cust Tech Serv","Customer Technical Services","2/03/2015",1,1
10000667,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","16/03/2015",1,1
10000667,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","16/03/2015",1,1
10000668,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","13/04/2015",1,1
10000668,"Rehire","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","1/02/2016",1,1
10000669,"Hire Employee","Fill temporary absence",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","4/05/2015",1,1
10000670,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","15/06/2015",1,1
10000671,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","22/06/2015",1,1
10000672,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Supply Chain","29/06/2015",1,1
10000673,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1210,"NZ Mould Repairs","Forming Services","6/07/2015",1,1
10000674,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1580,"NZ Warehousing","Supply Chain","9/07/2015",1,1
10000675,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Wine, Food and Distributors","29/07/2015",1,1
10000676,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Beer, Spirits, RTD & NAB","24/08/2015",1,1
10000677,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Wine, Food and Distributors","3/09/2015",1,1
10000677,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales","3/09/2015",1,1
10000678,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1220,"NZ Maint - General","Plant Maintenance","1/10/2015",1,1
10000679,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","2/11/2015",1,1
10000680,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","10/11/2015",1,1
10000680,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","18/07/2016",1,1
10000681,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming C Shift","16/11/2015",1,1
10000682,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","7/12/2015",1,1
10000683,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","5/01/2016",1,1
10000684,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","ACI Glass Packaging New Zealand","1/01/2016",1,1
10000685,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Supply Chain","18/01/2016",1,1
10000686,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales & Marketing","25/01/2016",1,1
10000687,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","25/01/2016",1,1
10000687,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical Inspection","25/01/2016",1,1
10000687,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1235,"NZ Maint - Elec Insp","Electrical Inspection","25/01/2016",1,1
10000688,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products A Shift","9/02/2016",1,1
10000689,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1220,"NZ Maint - General","Plant Maintenance","29/02/2016",1,1
10000690,"Hire Employee","Fill temporary absence",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","1/03/2016",1,1
10000691,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","7/03/2016",1,1
10000692,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","7/03/2016",1,1
10000693,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","14/03/2016",1,1
10000694,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","8/04/2016",1,1
10000695,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","4/04/2016",1,1
10000696,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","7/04/2016",1,1
10000697,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","7/04/2016",1,1
10000698,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","8/04/2016",1,1
10000699,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","18/04/2016",1,1
10000700,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","18/04/2016",1,1
10000701,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","26/04/2016",1,1
10000702,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1290,"NZ HR & Training","Human Resources","16/05/2016",1,1
10000703,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","23/05/2016",1,1
10000704,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1170,"NZ Pack","Quality Control","30/05/2016",1,1
10000705,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1290,"NZ HR & Training","Human Resources","30/05/2016",1,1
10000706,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming D Shift","2/06/2016",1,1
10000707,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","7/06/2016",1,1
10000708,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","20/06/2016",1,1
10000709,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming A Shift","30/06/2016",1,1
10000710,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Supply Chain","5/07/2016",1,1
10000711,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1240,"NZ Maint - Machine","Machine Maintenance","11/07/2016",1,1
10000712,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products C Shift","18/07/2016",1,1
10000713,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1230,"NZ Maint - Elec Plan","Electrical","3/08/2016",1,1
10000713,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1230,"NZ Maint - Elec Plan","Electrical Inspection","3/08/2016",1,1
10000714,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Manufacturing","30/08/2016",1,1
10000715,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","1/09/2016",1,1
10000716,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales & Marketing","1/09/2016",1,1
10000717,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Manufacturing","12/09/2016",1,1
10000718,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming C Shift","12/09/2016",1,1
10000719,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","26/09/2016",1,1
10000720,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","25/10/2016",1,1
10000721,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1280,"NZ Cust Tech Serv","Customer Technical Services","17/10/2016",1,1
10000722,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1220,"NZ Maint - General","Plant Maintenance","21/11/2016",1,1
10000723,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1230,"NZ Maint - Elec Plan","Electrical","12/12/2016",1,1
10000724,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Supply Chain","12/12/2016",1,1
10000725,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming A Shift","12/12/2016",1,1
10000726,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1580,"NZ Warehousing","Purchasing","9/01/2017",1,1
10000726,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Purchasing","9/01/2017",1,1
10000727,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","9/01/2017",1,1
10000728,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","23/01/2017",1,1
10000729,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming B Shift","1/02/2017",1,1
10000730,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","7/02/2017",1,1
10000731,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","7/02/2017",1,1
10000732,"Hire Employee","Fill temporary absence",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Beer, Spirits, RTD & NAB","20/02/2017",1,1
10000733,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","20/02/2017",1,1
10000733,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1310,"NZ Non Operating","Administration","20/02/2017",1,1
10000734,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Administration","20/02/2017",1,1
10000735,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","8/03/2017",1,1
10000736,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1220,"NZ Maint - General","Plant Maintenance","27/03/2017",1,1
10000737,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","27/03/2017",1,1
10000738,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1170,"NZ Pack","Quality Control","1/04/2017",1,1
10000739,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","10/04/2017",1,1
10000740,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","11/04/2017",1,1
10000741,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","10/04/2017",1,1
10000742,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Manufacturing","19/04/2017",1,1
10000743,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales & Marketing","8/05/2017",1,1
10000744,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Elec",1230,"NZ Maint - Elec Plan","Electrical","8/05/2017",1,1
10000745,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales & Marketing","26/06/2017",1,1
10000745,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Customer Service","26/06/2017",1,1
10000746,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","3/07/2017",1,1
10000747,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1400,"NZ Admin","Human Resources","27/07/2017",1,1
10000747,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Human Resources","27/07/2017",1,1
10000748,"Hire Employee","Fill temporary absence",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1360,"NZ Sales","Sales & Marketing","24/07/2017",1,1
10000748,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1360,"NZ Sales","Sales & Marketing","16/10/2017",1,1
10000748,"Rehire","Fill temporary absence",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1360,"NZ Sales","Sales & Marketing","16/10/2017",1,1
10000748,"Rehire","Fill temporary absence",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1360,"NZ Sales","Customer Service","16/10/2017",1,1
10000749,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","7/08/2017",1,1
10000750,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1220,"NZ Maint - General","Plant Maintenance","7/08/2017",1,1
10000751,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","28/08/2017",1,1
10000751,"Rehire","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","8/01/2018",1,1
10000752,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Manufacturing","28/08/2017",1,1
10000753,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales & Marketing","4/09/2017",1,1
10000754,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1120,"NZ Forming Services","Forming","11/09/2017",1,1
10000755,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1240,"NZ Maint - Machine","Machine Maintenance","11/09/2017",1,1
10000756,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products C Shift","18/09/2017",1,1
10000757,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products A Shift","25/09/2017",1,1
10000758,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Wages Other",1400,"NZ Admin","Human Resources","5/10/2017",1,1
10000759,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1300,"NZ Finance","Finance","2/10/2017",1,1
10000760,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales - Wine, Food and Distributors","9/10/2017",1,1
10000760,"Hire Employee","No reason specified",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1360,"NZ Sales","Sales","9/10/2017",1,1
10000761,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1310,"NZ Non Operating","Administration","1/04/2014",1,1
10000762,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","8/10/2017",1,1
10000763,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","1/11/2017",1,1
10000764,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Finance","30/10/2017",1,1
10000765,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","6/11/2017",1,1
10000766,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Day Glass",1190,"NZ Resort","Temporary Resort","20/11/2017",1,1
10000767,"Hire Employee","New position",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Staff","New Zealand Day",1270,"NZ Manufacturing","Manufacturing","11/12/2017",1,1
10000768,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products B Shift","11/12/2017",1,1
10000769,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products D Shift","18/12/2017",1,1
10000769,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1160,"NZ Inspect","Finished Products C Shift","18/12/2017",1,1
10000770,"Hire Employee","Fill vacancy",1010,"ACI Operations NZ Limited","Auckland - GPNZ - Wages","Shift Glass",1130,"NZ Forming","Forming B Shift","22/01/2018",1,1
