"pers_no","organizational_unit","date","turn_abs","location","years"
2024,"Engineering",2012-01-01,1,"Sydney",2012
2025,"Quantum_RTP",2018-12-19,1,"Melbourne",2018
2026,"Engineering",2006-07-07,1,"Adelaide",2006
2027,"Plant Reliability",2014-10-02,1,"Adelaide",2014
2029,"D Shift",2005-05-23,1,"Melbourne",2005
2032,"B Shift",2015-04-23,1,"Adelaide",2015
2033,"D Shift",2013-09-28,1,"Adelaide",2013
2035,"Business Services",2012-05-19,1,"Adelaide",2012
2036,"Human Resources Australia",2006-01-02,1,"Melbourne",2006
2038,"C Shift",2001-11-24,1,"Other",2001
2040,"Job Change",2011-09-29,1,"Adelaide",2011
2042,"E Shift",2015-04-23,1,"Adelaide",2015
2043,"Marketing",2004-01-24,1,"Melbourne",2004
2044,"Engineering",2003-12-02,1,"Adelaide",2003
2046,"Expatriates",2012-12-01,1,"Other",2012
2047,"E Shift",2014-01-12,1,"Adelaide",2014
2049,"Business Services",2001-11-22,1,"Brisbane",2001
2050,"Plant Procedures & Specifications (ISO)",2001-11-21,1,"Sydney",2001
2053,"Forming-Job Change",2001-12-22,1,"Brisbane",2001
2054,"Regional Quality",2006-04-08,1,"Melbourne",2006
2056,"Job Change",2006-07-15,1,"Adelaide",2006
2058,"A Shift",2010-10-12,1,"Melbourne",2010
2060,"ACI Packaging",2001-11-01,1,"Melbourne",2001
2061,"ACI Packaging",2001-10-02,1,"Melbourne",2001
2063,"Business Services",2002-05-31,1,"Melbourne",2002
2064,"Business Services",2003-01-01,1,"Adelaide",2003
2065,"Engineering",2005-07-02,1,"Sydney",2005
2067,"ACI Packaging",2001-10-02,1,"Melbourne",2001
2068,"ACI Packaging",2001-10-02,1,"Melbourne",2001
2069,"ACI Packaging",2001-10-02,1,"Melbourne",2001
2071,"A Shift",2001-09-24,1,"Adelaide",2001
2073,"Business Services",2004-02-10,1,"Melbourne",2004
2076,"Mould Repair",2014-09-11,1,"Adelaide",2014
2077,"C Shift",2014-10-02,1,"Adelaide",2014
2078,"Forming",2010-02-16,1,"Melbourne",2010
2080,"ACI Packaging",2001-11-01,1,"Melbourne",2001
2081,"ACI Packaging",2001-11-01,1,"Melbourne",2001
2082,"ACI Packaging",2001-11-01,1,"Melbourne",2001
2083,"ACI Packaging",2001-11-01,1,"Melbourne",2001
2085,"ACI Packaging",2001-11-01,1,"Melbourne",2001
2086,"C Shift",2002-03-25,1,"Adelaide",2002
2087,"Supply Chain",2006-02-18,1,"Melbourne",2006
2089,"B Shift",2012-03-30,1,"Adelaide",2012
2092,"Batch and Furnace",2014-10-02,1,"Adelaide",2014
2093,"E Shift",2011-05-05,1,"Adelaide",2011
2094,"D Shift",2015-04-23,1,"Adelaide",2015
2095,"A Shift",2015-07-09,1,"Adelaide",2015
2096,"E Shift",2011-03-10,1,"Adelaide",2011
2099,"Commercial Accounting",2005-09-10,1,"Melbourne",2005
2100,"ACI Glass Packaging Melbourne",2005-04-09,1,"Melbourne",2005
2101,"Facilities Advancement",2009-04-07,1,"Other",2009
2102,"Expatriates",2011-02-01,1,"Melbourne",2011
2105,"Supply Chain Planning",2003-06-06,1,"Melbourne",2003
2106,"Commercial Accounting",2004-09-02,1,"Melbourne",2004
2107,"Mechanical Services",2012-03-28,1,"Brisbane",2012
2108,"Distribution - Queensland",2009-11-28,1,"Brisbane",2009
2111,"D Shift",2002-04-23,1,"Adelaide",2002
2113,"Procurement",2004-04-24,1,"Melbourne",2004
2114,"Engineering",2006-01-21,1,"Sydney",2006
2115,"Engineering",2006-01-21,1,"Sydney",2006
2116,"Mould Repair",2010-01-30,1,"Brisbane",2010
2117,"Mechanical Engineering",2009-08-31,1,"Adelaide",2009
2118,"Forming",2002-08-24,1,"Adelaide",2002
2120,"Stock Control",2006-07-22,1,"Sydney",2006
2121,"O-I Brisbane Plant",2013-07-01,1,"Brisbane",2013
2124,"Plant Reliability",2014-10-02,1,"Adelaide",2014
2125,"Engineering Services",2004-01-24,1,"Melbourne",2004
2129,"Electrical Services",2006-03-14,1,"Brisbane",2006
2131,"E Shift",2015-04-23,1,"Adelaide",2015
2137,"Forming Maintenance",2006-03-14,1,"Brisbane",2006
2138,"Mechanical Services",2006-03-14,1,"Brisbane",2006
2139,"Job Change",2014-10-02,1,"Adelaide",2014
2141,"Electrical Services",2006-03-25,1,"Brisbane",2006
2144,"Plant Procedures & Specifications (ISO)",2004-10-30,1,"Sydney",2004
2145,"Batch and Furnace",2008-05-10,1,"Adelaide",2008
2147,"Information Technology",2006-08-05,1,"Melbourne",2006
2150,"Quality Control",2014-10-14,1,"Adelaide",2014
2152,"Audit and Resort",2002-04-30,1,"Other",2002
2156,"A Shift",2008-07-24,1,"Adelaide",2008
2159,"C Shift",2004-12-22,1,"Adelaide",2004
2163,"C Shift",2005-04-21,1,"Adelaide",2005
2167,"B Shift",2002-08-12,1,"Adelaide",2002
2168,"B Shift",2002-10-01,1,"Adelaide",2002
2169,"Information Technology",2004-10-02,1,"Melbourne",2004
2170,"C Shift",2006-03-07,1,"Adelaide",2006
2171,"Customer Technical Services Australia",2011-01-11,1,"Melbourne",2011
2178,"",2004-11-01,1,"Other",2004
2181,"A Shift",2009-07-03,1,"Adelaide",2009
2190,"D Shift",2005-07-06,1,"Adelaide",2005
2191,"Human Resources Australia",2005-10-29,1,"Melbourne",2005
2192,"C Shift",2009-10-29,1,"Sydney",2009
2193,"Business Services",2007-06-29,1,"Sydney",2007
2194,"",2003-06-15,1,"Melbourne",2003
2196,"D Shift",2013-12-25,1,"Sydney",2013
2197,"Electrical Services",2004-07-17,1,"Brisbane",2004
2198,"B Shift",2015-04-23,1,"Adelaide",2015
2199,"Mould Repair",2002-11-07,1,"Melbourne",2002
2200,"Electrical Maintenance",2014-09-10,1,"Adelaide",2014
2201,"Occupational Health & Safety",2003-09-09,1,"Sydney",2003
2202,"Human Resources - Glass",2002-11-09,1,"Melbourne",2002
2203,"Beer Segment O-I Australia",2013-10-01,1,"Melbourne",2013
2208,"E Shift",2003-09-29,1,"Melbourne",2003
2209,"A Shift",2002-11-30,1,"Melbourne",2002
2213,"Human Resources O-I Asia Pacific",2006-07-08,1,"Melbourne",2006
2214,"Information Technology",2011-06-23,1,"Melbourne",2011
2217,"Risk Management",2012-01-06,1,"Melbourne",2012
2220,"Facilities Engineering",2008-03-04,1,"Melbourne",2008
2221,"A Shift",2004-06-26,1,"Melbourne",2004
2224,"Business Services",2008-03-01,1,"Adelaide",2008
2225,"Forming Maintenance",2007-01-13,1,"Brisbane",2007
2227,"Engineering",2007-01-20,1,"Sydney",2007
2228,"Engineering",2007-01-20,1,"Sydney",2007
2229,"Business Services",2003-09-01,1,"Melbourne",2003
2230,"Analytical Services",2011-03-19,1,"Melbourne",2011
2233,"C Shift",2007-10-11,1,"Melbourne",2007
2235,"D Shift",2004-06-02,1,"Melbourne",2004
2236,"Human Resources",2004-09-10,1,"Melbourne",2004
2242,"Business Services",2005-09-10,1,"Brisbane",2005
2243,"Forming",2005-09-01,1,"Adelaide",2005
2244,"Analytical Services",2013-06-29,1,"Melbourne",2013
2245,"Occupational Health & Safety",2012-07-13,1,"Sydney",2012
2255,"Batch and Furnace",2013-05-21,1,"Adelaide",2013
2261,"Inspection & Packaging",2005-01-15,1,"Melbourne",2005
2263,"Graduates",2004-04-03,1,"Sydney",2004
2265,"C Shift",2004-08-23,1,"Adelaide",2004
2266,"C Shift",2006-05-16,1,"Adelaide",2006
2267,"B Shift",2004-11-02,1,"Adelaide",2004
2268,"Machine Maintenance",2004-04-14,1,"Sydney",2004
2269,"Business Services",2009-09-08,1,"Sydney",2009
2270,"Occupational Health & Safety",2005-06-04,1,"Brisbane",2005
2272,"B Shift",2006-01-30,1,"Sydney",2006
2273,"B Shift",2003-12-08,1,"Sydney",2003
2276,"D Shift",2004-10-29,1,"Adelaide",2004
2277,"Human Resources",2009-02-04,1,"Melbourne",2009
2279,"UPM4 E Shift",2015-12-18,1,"Melbourne",2015
2281,"Engineering Services",2010-07-23,1,"Melbourne",2010
2283,"Information Technology",2005-01-15,1,"Melbourne",2005
2286,"Batch & Furnace",2006-09-20,1,"Sydney",2006
2292,"Procurement",2004-07-30,1,"Melbourne",2004
2293,"Commercial Accounting",2006-07-18,1,"Melbourne",2006
2294,"Information Technology",2014-07-08,1,"Melbourne",2014
2295,"Machine Maintenance",2010-03-31,1,"Sydney",2010
2297,"D Shift",2007-01-20,1,"Adelaide",2007
2307,"Mould Repair",2006-08-21,1,"Melbourne",2006
2308,"O-I Brisbane Plant",2006-07-29,1,"Brisbane",2006
2309,"Plant Engineering",2007-01-20,1,"Melbourne",2007
2310,"Business Services",2011-12-30,1,"Brisbane",2011
2311,"Mechanical Services",2003-12-04,1,"Brisbane",2003
2313,"Asian Operations",2005-04-30,1,"Melbourne",2005
2316,"Analytical Services",2013-06-29,1,"Melbourne",2013
2318,"Batch & Furnace",2018-09-04,1,"Brisbane",2018
2319,"A Shift",2011-12-12,1,"Melbourne",2011
2320,"Human Resources",2006-02-20,1,"Melbourne",2006
2322,"Human Resources",2008-01-21,1,"Melbourne",2008
2323,"Human Resources",2005-11-23,1,"Melbourne",2005
2328,"Supply Chain",2005-09-10,1,"Melbourne",2005
2329,"Analytical Services",2005-01-22,1,"Melbourne",2005
2330,"Engineering",2007-03-01,1,"Adelaide",2007
2331,"Graduates",2004-10-16,1,"Sydney",2004
2332,"Engineering",2007-03-10,1,"Adelaide",2007
2333,"Business Services",2004-01-17,1,"Melbourne",2004
2334,"Manufacturing",2007-08-04,1,"Adelaide",2007
2335,"Occupational Health & Safety",2013-02-15,1,"Sydney",2013
2336,"Glass Technology",2005-01-22,1,"Melbourne",2005
2344,"B Shift",2011-07-24,1,"Sydney",2011
2345,"Distribution - Queensland",2006-05-15,1,"Brisbane",2006
2346,"D Shift",2006-09-25,1,"Melbourne",2006
2351,"Customer Services",2004-08-29,1,"Melbourne",2004
2352,"Applications",2007-05-02,1,"Melbourne",2007
2353,"Superannuation Fund Director",2013-01-01,1,"Melbourne",2013
2354,"Commercial",2015-07-02,1,"Melbourne",2015
2360,"Forming Engineering",2008-07-01,1,"Melbourne",2008
2363,"E Shift",2006-02-25,1,"Melbourne",2006
2365,"Batch & Furnace",2005-01-10,1,"Brisbane",2005
2366,"Plant Maintenance Sydney",2013-11-13,1,"Sydney",2013
2367,"Stock Control",2006-07-28,1,"Sydney",2006
2368,"Cash Management",2007-03-17,1,"Melbourne",2007
2369,"Facilities CAD",2004-11-20,1,"Melbourne",2004
2374,"Information Technology",2004-09-18,1,"Melbourne",2004
2375,"Cash Management",2006-10-07,1,"Melbourne",2006
2376,"Business Services",2013-11-15,1,"Sydney",2013
2378,"Plant Electrical Sydney",2013-11-09,1,"Sydney",2013
2379,"Electrical Services",2013-10-26,1,"Brisbane",2013
2380,"IT Operations",2016-09-01,1,"Melbourne",2016
2381,"Corporate Accounting",2004-12-21,1,"Melbourne",2004
2382,"Cash Management",2005-04-30,1,"Melbourne",2005
2383,"Human Resources",2013-12-21,1,"Sydney",2013
2384,"Occupational Health & Safety",2010-07-01,1,"Brisbane",2010
2385,"Batch & Furnace",2017-06-10,1,"Sydney",2017
2388,"Applications",2013-07-02,1,"Melbourne",2013
2389,"Information Technology",2006-10-14,1,"Melbourne",2006
2390,"Infrastructure",2007-10-27,1,"Melbourne",2007
2392,"Batch & Furnace",2007-05-30,1,"Brisbane",2007
2393,"Mould Repair",2013-11-13,1,"Sydney",2013
2394,"A Shift",2010-05-30,1,"Sydney",2010
2395,"Business Services",2014-04-11,1,"Adelaide",2014
2396,"Information Technology",2005-08-17,1,"Melbourne",2005
2398,"Service Desk AP",2018-06-20,1,"Melbourne",2018
2399,"Applications",2008-09-13,1,"Melbourne",2008
2400,"Information Technology",2005-08-06,1,"Melbourne",2005
2402,"Mould Repair",2006-05-31,1,"Melbourne",2006
2405,"Glass Technology",2006-01-28,1,"Melbourne",2006
2406,"Analytical Services",2006-01-28,1,"Melbourne",2006
2408,"Distribution - Queensland",2006-11-11,1,"Brisbane",2006
2410,"Plant Electrical Sydney",2014-01-19,1,"Sydney",2014
2411,"A Shift",2013-11-12,1,"Sydney",2013
2412,"D Shift",2012-10-22,1,"Brisbane",2012
2415,"Occupational Health & Safety",2011-10-08,1,"Melbourne",2011
2416,"Information Technology",2005-08-13,1,"Melbourne",2005
2418,"Human Resources",2008-06-27,1,"Adelaide",2008
2419,"Pack Centre",2017-07-20,1,"Sydney",2017
2422,"Commercial Accounting",2011-01-01,1,"Melbourne",2011
2423,"Business Services",2012-01-28,1,"Adelaide",2012
2424,"Information Technology",2010-08-10,1,"Melbourne",2010
2425,"E Shift",2005-09-24,1,"Adelaide",2005
2427,"Job Change",2014-10-02,1,"Adelaide",2014
2430,"Procurement",2006-07-01,1,"Melbourne",2006
2431,"Operational Advancement",2016-01-01,1,"Adelaide",2016
2432,"Business Services",2006-07-15,1,"Melbourne",2006
2433,"Business Services",2006-05-16,1,"Melbourne",2006
2434,"Inspection & Packaging",2011-07-30,1,"Melbourne",2011
2435,"Human Resources Business Partnering",2018-02-01,1,"Adelaide",2018
2436,"Mould and Machine Maintenance",2014-11-29,1,"Adelaide",2014
2437,"O-I Asia Pacific",2012-04-01,1,"Melbourne",2012
2438,"A Shift",2013-11-13,1,"Sydney",2013
2439,"Procurement",2014-03-19,1,"Adelaide",2014
2440,"Human Resources O-I Asia Pacific",2007-04-06,1,"Melbourne",2007
2442,"Commercial Accounting",2006-04-08,1,"Melbourne",2006
2444,"Occupational Health & Safety",2013-07-04,1,"Brisbane",2013
2445,"Information Technology",2015-02-28,1,"Melbourne",2015
2447,"Sales & Marketing O-I Australia",2016-04-01,1,"Melbourne",2016
2448,"Engineering",2006-03-08,1,"Sydney",2006
2449,"Stock Control",2007-04-05,1,"Sydney",2007
2451,"B Shift",2011-11-29,1,"Melbourne",2011
2452,"Business Services",2010-06-23,1,"Melbourne",2010
2453,"Human Resources",2017-07-03,1,"Brisbane",2017
2455,"Customer Technical Services",2012-05-31,1,"Melbourne",2012
2456,"Engineering",2006-02-25,1,"Adelaide",2006
2457,"Business Services",2005-11-19,1,"Sydney",2005
2458,"Customer Technical Services",2007-06-16,1,"Melbourne",2007
2459,"C Shift",2005-11-14,1,"Melbourne",2005
2461,"Human Resources O-I Asia Pacific",2008-05-15,1,"Melbourne",2008
2462,"Business Services",2007-03-03,1,"Brisbane",2007
2465,"Analytical Services",2007-01-27,1,"Melbourne",2007
2466,"Glass Technology",2007-02-21,1,"Melbourne",2007
2468,"E Shift",2012-04-24,1,"Brisbane",2012
2469,"A Shift",2010-03-18,1,"Brisbane",2010
2473,"Plant Mechanical Sydney",2013-11-13,1,"Sydney",2013
2474,"Engineering",2009-10-01,1,"Sydney",2009
2476,"Batch & Furnace",2008-06-28,1,"Sydney",2008
2477,"",2006-03-23,1,"Melbourne",2006
2479,"Human Resources",2011-04-30,1,"Melbourne",2011
2480,"Engineering Services",2008-08-09,1,"Melbourne",2008
2481,"Corporate Accounting",2006-03-18,1,"Melbourne",2006
2482,"Commercial",2006-09-01,1,"Melbourne",2006
2483,"Business Services",2007-09-08,1,"Sydney",2007
2484,"IT Operations",2015-07-18,1,"Melbourne",2015
2485,"Batch & Furnace",2009-03-18,1,"Melbourne",2009
2486,"Commercial Accounting",2006-03-13,1,"Melbourne",2006
2487,"Human Resources",2010-04-08,1,"Melbourne",2010
2488,"Mould Repair",2006-07-01,1,"Brisbane",2006
2489,"Electrical Services",2010-08-21,1,"Brisbane",2010
2490,"Electrical Services",2010-12-04,1,"Brisbane",2010
2492,"IT Operations",2013-10-12,1,"Melbourne",2013
2493,"Strategic Sourcing",2018-07-04,1,"Melbourne",2018
2494,"Human Resources O-I Asia Pacific",2015-07-02,1,"Melbourne",2015
2495,"Commercial Accounting",2008-03-01,1,"Melbourne",2008
2496,"Procurement",2010-06-12,1,"Melbourne",2010
2497,"ACL Printing",2015-05-30,1,"Sydney",2015
2503,"Batch & Furnace",2006-06-20,1,"Sydney",2006
2507,"National Planning",2007-09-19,1,"Melbourne",2007
2508,"Analytical Services",2013-06-01,1,"Adelaide",2013
2509,"Facilities CAD",2006-06-17,1,"Melbourne",2006
2510,"Occupational Health & Safety",2012-11-04,1,"Melbourne",2012
2511,"Occupational Health & Safety",2012-05-31,1,"Melbourne",2012
2512,"Occupational Health & Safety",2012-05-31,1,"Melbourne",2012
2513,"Occupational Health & Safety",2007-07-15,1,"Melbourne",2007
2528,"Human Resources",2008-05-10,1,"Sydney",2008
2529,"Procurement",2010-10-29,1,"Melbourne",2010
2530,"Business Services",2013-05-18,1,"Brisbane",2013
2531,"UPM",2014-04-21,1,"Adelaide",2014
2534,"Mechanical Services",2006-07-22,1,"Brisbane",2006
2535,"Occupational Health & Safety",2012-05-31,1,"Melbourne",2012
2538,"ACL Printing",2015-09-12,1,"Sydney",2015
2540,"Business Services",2008-12-25,1,"Melbourne",2008
2541,"Corporate Accounting",2008-07-01,1,"Melbourne",2008
2542,"Occupational Health & Safety",2013-06-29,1,"Melbourne",2013
2543,"C Shift",2013-11-13,1,"Sydney",2013
2544,"Batch and Furnace",2011-03-31,1,"Adelaide",2011
2546,"A Shift",2012-04-27,1,"Brisbane",2012
2549,"Engineering",2008-09-11,1,"Adelaide",2008
2550,"Cash Management",2008-04-08,1,"Melbourne",2008
2552,"A Shift",2006-10-30,1,"Melbourne",2006
2554,"D Shift",2014-10-15,1,"Adelaide",2014
2556,"Applications",2007-04-14,1,"Melbourne",2007
2559,"E Shift",2006-12-14,1,"Melbourne",2006
2561,"Sales NSW",2010-07-31,1,"Sydney",2010
2563,"UPM3 C Shift",2014-01-27,1,"Melbourne",2014
2564,"D Shift",2006-12-11,1,"Melbourne",2006
2566,"E Shift",2006-11-14,1,"Melbourne",2006
2567,"Forming Job Change",2007-11-22,1,"Sydney",2007
2568,"D Shift",2006-11-11,1,"Melbourne",2006
2569,"B Shift",2006-11-11,1,"Melbourne",2006
2570,"C Shift",2006-11-14,1,"Melbourne",2006
2571,"Distribution - Queensland",2006-12-16,1,"Brisbane",2006
2572,"New Product Development",2011-02-01,1,"Melbourne",2011
2574,"Applications",2014-11-01,1,"Melbourne",2014
2577,"Quality Services",2007-01-10,1,"Sydney",2007
2578,"Forming Job Change",2007-01-03,1,"Sydney",2007
2580,"Forming Job Change",2007-01-20,1,"Sydney",2007
2581,"B Shift",2012-07-10,1,"Sydney",2012
2583,"Occupational Health & Safety",2012-05-31,1,"Melbourne",2012
2584,"Forming Maintenance",2010-10-09,1,"Brisbane",2010
2585,"Pack Centre",2015-10-03,1,"Melbourne",2015
2586,"E Shift",2007-05-21,1,"Melbourne",2007
2588,"Human Resources O-I Asia Pacific",2007-01-13,1,"Melbourne",2007
2590,"Plant Electrical Sydney",2014-01-28,1,"Sydney",2014
2592,"Quality Services",2008-01-12,1,"Sydney",2008
2593,"Forming Job Change",2007-11-14,1,"Sydney",2007
2594,"Mould Repair",2010-02-04,1,"Adelaide",2010
2595,"Business Services",2008-12-13,1,"Sydney",2008
2596,"Analytical Services",2007-07-28,1,"Melbourne",2007
2597,"Human Resources",2011-03-07,1,"Melbourne",2011
2598,"D Shift",2007-05-11,1,"Melbourne",2007
2600,"Hot End Job Change Team",2019-04-27,1,"Melbourne",2019
2601,"E Shift",2007-04-27,1,"Melbourne",2007
2602,"Integrates Systems and Risk B Shift",2016-02-01,1,"Melbourne",2016
2603,"A Shift",2008-05-14,1,"Melbourne",2008
2604,"B Shift",2007-04-25,1,"Melbourne",2007
2605,"UPM4A Shift",2014-07-16,1,"Melbourne",2014
2606,"Compliance, Standards and Security",2008-08-16,1,"Melbourne",2008
2608,"Job Change",2011-12-28,1,"Adelaide",2011
2612,"B Shift",2008-07-28,1,"Adelaide",2008
2613,"D Shift",2007-07-09,1,"Adelaide",2007
2616,"Occupational Health & Safety",2012-05-31,1,"Melbourne",2012
2617,"Mould Repair",2013-01-19,1,"Sydney",2013
2618,"Inspection & Packaging",2006-11-29,1,"Adelaide",2006
2620,"Human Resources O-I Asia Pacific",2008-02-07,1,"Melbourne",2008
2621,"Infrastructure",2010-01-30,1,"Melbourne",2010
2624,"Cash Management",2008-06-20,1,"Melbourne",2008
2627,"E Shift",2007-09-01,1,"Melbourne",2007
2629,"D Shift",2007-11-19,1,"Melbourne",2007
2632,"E Shift",2011-03-21,1,"Brisbane",2011
2636,"E Shift",2008-01-05,1,"Melbourne",2008
2639,"Business Services",2010-01-16,1,"Brisbane",2010
2640,"Analytical Services",2008-01-26,1,"Melbourne",2008
2643,"D Shift",2007-11-02,1,"Melbourne",2007
2645,"Sales NSW",2009-12-19,1,"Sydney",2009
2650,"E Shift",2007-09-13,1,"Melbourne",2007
2651,"Batch & Furnace",2014-03-01,1,"Brisbane",2014
2653,"Mould Repair",2007-12-31,1,"Melbourne",2007
2654,"Occupational Health & Safety",2010-10-23,1,"Melbourne",2010
2657,"Occupational Health & Safety",2014-04-01,1,"Melbourne",2014
2658,"A Shift",2009-08-17,1,"Brisbane",2009
2660,"B Shift",2008-02-22,1,"Sydney",2008
2661,"Batch & Furnace",2013-11-30,1,"Sydney",2013
2662,"B Shift",2013-11-13,1,"Sydney",2013
2664,"Mould Repair",2008-04-14,1,"Melbourne",2008
2667,"Distribution - Queensland",2013-06-08,1,"Brisbane",2013
2668,"Applications",2011-05-07,1,"Melbourne",2011
2669,"Engineering Services",2010-08-19,1,"Melbourne",2010
2671,"Forming Job Change",2008-01-10,1,"Sydney",2008
2673,"Infrastructure",2008-03-13,1,"Melbourne",2008
2677,"Job Change",2011-01-20,1,"Adelaide",2011
2678,"B Shift",2009-11-12,1,"Adelaide",2009
2679,"Human Resources",2012-01-29,1,"Melbourne",2012
2680,"Human Resources",2011-11-12,1,"Melbourne",2011
2681,"Human Resources",2012-01-29,1,"Melbourne",2012
2684,"National Planning",2013-09-01,1,"Melbourne",2013
2685,"Commercial Accounting",2008-09-18,1,"Melbourne",2008
2687,"Engineering",2011-11-04,1,"Sydney",2011
2689,"Analytical Services",2008-07-19,1,"Melbourne",2008
2690,"Human Resources O-I Asia Pacific",2011-05-24,1,"Melbourne",2011
2691,"Distribution - Queensland",2008-11-25,1,"Brisbane",2008
2692,"A Shift",2008-05-17,1,"Melbourne",2008
2697,"E Shift",2012-05-14,1,"Melbourne",2012
2699,"A Shift",2012-06-21,1,"Melbourne",2012
2700,"E Shift",2011-01-17,1,"Melbourne",2011
2702,"Cold End Job Change",2018-07-14,1,"Melbourne",2018
2705,"C Shift",2007-09-12,1,"Adelaide",2007
2706,"A Shift",2013-12-29,1,"Sydney",2013
2710,"A Shift",2008-05-08,1,"Melbourne",2008
2713,"D Shift",2012-03-28,1,"Adelaide",2012
2716,"Job Change",2018-05-06,1,"Sydney",2018
2719,"Wine Segment",2013-03-23,1,"Adelaide",2013
2721,"Sales & Marketing",2008-08-30,1,"Melbourne",2008
2722,"Commercial Accounting",2010-09-18,1,"Melbourne",2010
2724,"Inspection and Packaging",2017-10-19,1,"Brisbane",2017
2726,"E Shift",2009-03-18,1,"Melbourne",2009
2727,"New Product Development",2013-01-05,1,"Melbourne",2013
2730,"A Shift",2008-05-21,1,"Melbourne",2008
2731,"Electrical Maintenance",2018-11-24,1,"Melbourne",2018
2736,"Mould Repair",2008-06-11,1,"Melbourne",2008
2739,"Human Resources O-I Asia Pacific",2013-09-14,1,"Melbourne",2013
2740,"Marketing",2011-06-25,1,"Melbourne",2011
2742,"New Product Development",2017-04-01,1,"Melbourne",2017
2743,"Machine Maintenance",2014-07-30,1,"Adelaide",2014
2754,"C Shift",2009-08-17,1,"Melbourne",2009
2756,"Sales & Marketing",2012-08-04,1,"Melbourne",2012
2758,"Commercial Accounting",2015-09-09,1,"Melbourne",2015
2759,"Operational Advancement & Capability",2018-05-22,1,"Melbourne",2018
2761,"National Planning",2012-03-31,1,"Melbourne",2012
2768,"A Shift",2012-04-12,1,"Melbourne",2012
2770,"Shift E",2018-07-03,1,"Melbourne",2018
2771,"Infrastructure",2008-09-13,1,"Melbourne",2008
2772,"A Shift",2008-10-24,1,"Melbourne",2008
2773,"Forming Job Change",2010-09-25,1,"Sydney",2010
2774,"Distribution - Queensland",2013-04-13,1,"Brisbane",2013
2777,"Occupational Health & Safety",2011-05-07,1,"Melbourne",2011
2778,"Sales & Marketing O-I Australia",2016-04-01,1,"Melbourne",2016
2783,"Commercial Accounting",2013-04-30,1,"Melbourne",2013
2785,"Procurement",2008-11-25,1,"Melbourne",2008
2787,"Plant Electrical Sydney",2013-12-31,1,"Sydney",2013
2789,"C Shift",2009-11-26,1,"Adelaide",2009
2791,"Batch & Furnace",2009-04-01,1,"Sydney",2009
2792,"A Shift",2010-01-28,1,"Adelaide",2010
2793,"Mould Repair",2014-02-20,1,"Adelaide",2014
2794,"Distribution - Queensland",2015-04-25,1,"Brisbane",2015
2795,"Commercial Accounting",2009-03-28,1,"Melbourne",2009
2797,"Occupational Health & Safety",2017-03-24,1,"Melbourne",2017
2799,"Pricing",2011-08-06,1,"Melbourne",2011
2800,"Occupational Health & Safety",2012-05-31,1,"Melbourne",2012
2801,"B Shift",2013-07-09,1,"Adelaide",2013
2803,"A Shift",2008-11-25,1,"Melbourne",2008
2804,"E Shift",2008-11-14,1,"Melbourne",2008
2805,"Mould Repair",2009-01-17,1,"Sydney",2009
2807,"B Shift",2011-05-05,1,"Melbourne",2011
2808,"C Shift",2013-11-13,1,"Sydney",2013
2809,"Electrical Services",2009-03-28,1,"Brisbane",2009
2811,"Human Resources O-I Asia Pacific",2016-10-15,1,"Melbourne",2016
2812,"C Shift",2012-04-27,1,"Brisbane",2012
2815,"IT Operations",2012-11-07,1,"Melbourne",2012
2816,"E Shift",2009-08-19,1,"Melbourne",2009
2819,"Stock Control",2009-04-08,1,"Sydney",2009
2821,"Engineering",2012-01-19,1,"Sydney",2012
2822,"Engineering",2013-01-19,1,"Sydney",2013
2824,"E Shift",2010-01-20,1,"Melbourne",2010
2825,"A Shift",2013-04-13,1,"Melbourne",2013
2827,"Batch & Furnace",2011-07-30,1,"Melbourne",2011
2828,"Plant Engineering",2016-01-06,1,"Melbourne",2016
2829,"Procurement",2009-04-18,1,"Melbourne",2009
2831,"Commercial Accounting",2014-04-12,1,"Melbourne",2014
2832,"A Shift",2009-06-15,1,"Melbourne",2009
2833,"National Planning",2009-12-12,1,"Melbourne",2009
2835,"Human Resources",2010-07-17,1,"Melbourne",2010
2836,"Batch & Furnace",2015-08-11,1,"Melbourne",2015
2837,"Sales NSW",2010-10-09,1,"Sydney",2010
2838,"Plant Engineering",2012-06-16,1,"Melbourne",2012
2839,"Customer Services",2014-05-31,1,"Melbourne",2014
2841,"New Product Development",2009-07-04,1,"Melbourne",2009
2843,"Analytical Services",2010-06-01,1,"Melbourne",2010
2845,"Mould Repair",2010-10-09,1,"Sydney",2010
2846,"Occupational Health & Safety",2012-05-31,1,"Melbourne",2012
2848,"Facilities Advancement",2018-04-28,1,"Melbourne",2018
2849,"Applications",2009-09-15,1,"Melbourne",2009
2850,"Mould Repair",2012-12-07,1,"Adelaide",2012
2852,"Electrical Services",2013-12-06,1,"Brisbane",2013
2853,"Service Desk AP",2010-04-10,1,"Melbourne",2010
2854,"Sales & Marketing",2010-07-22,1,"Melbourne",2010
2855,"C Shift",2009-11-17,1,"Adelaide",2009
2856,"Distribution - Queensland",2014-08-19,1,"Brisbane",2014
2857,"Distribution - Queensland",2014-01-11,1,"Brisbane",2014
2859,"SAP Basis",2012-07-28,1,"Melbourne",2012
2861,"Expatriates",2009-11-21,1,"Other",2009
2868,"Human Resources",2010-04-01,1,"Adelaide",2010
2871,"Distribution - Queensland",2012-11-17,1,"Brisbane",2012
2872,"Commercial",2011-10-01,1,"Sydney",2011
