Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr code,Cost Center,Organizational Unit,Date,Turnover,TurnABS
00002606,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,"Compliance, Standards and Security",16/08/2008,-1,1
00002608,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5140,ADE Job Change,Job Change,28/12/2011,-1,1
00002612,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,B Shift,28/07/2008,-1,1
00002613,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,D Shift,9/07/2007,-1,1
00002616,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,31/05/2012,-1,1
00002617,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9210,SYD Mould Repair,Mould Repair,19/01/2013,-1,1
00002618,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5190,ADE Resort,Inspection & Packaging,29/11/2006,-1,1
00002620,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,7/02/2008,-1,1
00002621,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4811,OIAP IT Computer Ops,Infrastructure,30/01/2010,-1,1
00002624,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Cash Management,20/06/2008,-1,1
00002627,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,E Shift,1/09/2007,-1,1
00002629,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,D Shift,19/11/2007,-1,1
00002632,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6005,BNE Shift 5,E Shift,21/03/2011,-1,1
00002636,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,E Shift,5/01/2008,-1,1
00002639,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Business Services,16/01/2010,-1,1
00002640,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4475,OIAP Analytical Serv,Analytical Services,26/01/2008,-1,1
00002643,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7120,MEL Forming Services,D Shift,2/11/2007,-1,1
00002645,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4375,AU Sales & Marketing,Sales NSW,19/12/2009,-1,1
00002650,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,E Shift,13/09/2007,-1,1
00002651,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6100,BNE Batch,Batch & Furnace,1/03/2014,-1,1
00002653,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Mould Repair,31/12/2007,-1,1
00002654,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,23/10/2010,-1,1
00002657,Termination (HR checklist),Retirement (age),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,1/04/2014,-1,1
00002658,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6001,BNE Shift 1,A Shift,17/08/2009,-1,1
00002660,Auto Terminations,Abandonment,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9160,SYD Inspect,B Shift,22/02/2008,-1,1
00002661,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9110,SYD Melt,Batch & Furnace,30/11/2013,-1,1
00002662,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9002,SYD Shift 2,B Shift,13/11/2013,-1,1
00002664,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Mould Repair,14/04/2008,-1,1
00002667,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6580,BNE Warehousing,Distribution - Queensland,8/06/2013,-1,1
00002668,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Applications,7/05/2011,-1,1
00002669,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7260,MEL Plant Reliabilit,Engineering Services,19/08/2010,-1,1
00002671,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Forming Job Change,10/01/2008,-1,1
00002673,Termination (HR checklist),Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4811,OIAP IT Computer Ops,Infrastructure,13/03/2008,-1,1
00002677,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5140,ADE Job Change,Job Change,20/01/2011,-1,1
00002678,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,B Shift,12/11/2009,-1,1
00002679,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7290,MEL HR & Training,Human Resources,29/01/2012,-1,1
00002680,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7290,MEL HR & Training,Human Resources,12/11/2011,-1,1
00002681,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7290,MEL HR & Training,Human Resources,29/01/2012,-1,1
00002684,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4540,OIAP Prodn Planning,National Planning,1/09/2013,-1,1
00002685,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Commercial Accounting,18/09/2008,-1,1
00002687,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9290,SYD HR & Training,Engineering,4/11/2011,-1,1
00002689,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4475,OIAP Analytical Serv,Analytical Services,19/07/2008,-1,1
00002690,Termination (HR checklist),Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,24/05/2011,-1,1
00002691,Auto Terminations,Abandonment,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6580,BNE Warehousing,Distribution - Queensland,25/11/2008,-1,1
00002692,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,A Shift,17/05/2008,-1,1
00002697,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7005,MEL Shift 5,E Shift,14/05/2012,-1,1
00002699,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7001,MEL Shift 1,A Shift,21/06/2012,-1,1
00002700,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7005,MEL Shift 5,E Shift,17/01/2011,-1,1
00002702,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7140,MEL Job Change,Cold End Job Change,14/07/2018,-1,1
00002705,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5160,ADE Inspect,C Shift,12/09/2007,-1,1
00002706,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,A Shift,29/12/2013,-1,1
00002710,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7220,MEL Maint - General,A Shift,8/05/2008,-1,1
00002713,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5004,ADE Shift 4,D Shift,28/03/2012,-1,1
00002716,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,6/05/2018,-1,1
00002719,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4380,AU Wine & Food,Wine Segment,23/03/2013,-1,1
00002721,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Sales & Marketing,30/08/2008,-1,1
00002722,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Commercial Accounting,18/09/2010,-1,1
00002724,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6060,BNE Integrated Syste,Inspection and Packaging,19/10/2017,-1,1
00002726,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7220,MEL Maint - General,E Shift,18/03/2009,-1,1
00002727,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,New Product Development,5/01/2013,-1,1
00002730,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,A Shift,21/05/2008,-1,1
00002731,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7230,MEL Maint - Electric,Electrical Maintenance,24/11/2018,-1,1
00002736,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,,,Mould Repair,11/06/2008,-1,1
00002739,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,14/09/2013,-1,1
00002740,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,Marketing,25/06/2011,-1,1
00002742,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,New Product Development,1/04/2017,-1,1
00002743,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5240,ADE Maint - Machine,Machine Maintenance,30/07/2014,-1,1
00002754,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7130,MEL Forming,C Shift,17/08/2009,-1,1
00002756,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,Sales & Marketing,4/08/2012,-1,1
00002758,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Commercial Accounting,9/09/2015,-1,1
00002759,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4350,OIAP Cullet Supply,Operational Advancement & Capability,22/05/2018,-1,1
00002761,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4540,OIAP Prodn Planning,National Planning,31/03/2012,-1,1
00002768,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7001,MEL Shift 1,A Shift,12/04/2012,-1,1
00002770,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Shift E,3/07/2018,-1,1
00002771,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4811,OIAP IT Computer Ops,Infrastructure,13/09/2008,-1,1
00002772,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,A Shift,24/10/2008,-1,1
00002773,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Forming Job Change,25/09/2010,-1,1
00002774,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4570,OIAP Distribution,Distribution - Queensland,13/04/2013,-1,1
00002777,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,7/05/2011,-1,1
00002778,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,1/04/2016,-1,1
00002783,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4302,OI Shared Services,Commercial Accounting,30/04/2013,-1,1
00002785,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4330,OIAP StrategSourcing,Procurement,25/11/2008,-1,1
00002787,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9230,SYD Maint - Electric,Plant Electrical Sydney,31/12/2013,-1,1
00002789,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,C Shift,26/11/2009,-1,1
00002791,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9110,SYD Melt,Batch & Furnace,1/04/2009,-1,1
00002792,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,A Shift,28/01/2010,-1,1
00002793,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5210,ADE Mould Repair,Mould Repair,20/02/2014,-1,1
00002794,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6580,BNE Warehousing,Distribution - Queensland,25/04/2015,-1,1
00002795,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Commercial Accounting,28/03/2009,-1,1
00002797,Termination (HR checklist),Illness / Disability,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,24/03/2017,-1,1
00002799,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4440,OIAP Pricing,Pricing,6/08/2011,-1,1
00002800,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,31/05/2012,-1,1
00002801,Auto Terminations,Abandonment,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5002,ADE Shift 2,B Shift,9/07/2013,-1,1
00002803,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,A Shift,25/11/2008,-1,1
00002804,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,E Shift,14/11/2008,-1,1
00002805,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9210,SYD Mould Repair,Mould Repair,17/01/2009,-1,1
00002807,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7002,MEL Shift 2,B Shift,5/05/2011,-1,1
00002808,Auto Terminations,Retrenchment(2008+),1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9003,SYD Shift 3,C Shift,13/11/2013,-1,1
00002809,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6230,BNE Maint - Electric,Electrical Services,28/03/2009,-1,1
00002811,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,Human Resources O-I Asia Pacific,15/10/2016,-1,1
00002812,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6003,BNE Shift 3,C Shift,27/04/2012,-1,1
00002815,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,7/11/2012,-1,1
00002816,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,E Shift,19/08/2009,-1,1
00002819,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9190,SYD Resort,Stock Control,8/04/2009,-1,1
00002821,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9290,SYD HR & Training,Engineering,19/01/2012,-1,1
00002822,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9290,SYD HR & Training,Engineering,19/01/2013,-1,1
00002824,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,E Shift,20/01/2010,-1,1
00002825,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7001,MEL Shift 1,A Shift,13/04/2013,-1,1
00002827,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7110,MEL Melt,Batch & Furnace,30/07/2011,-1,1
00002828,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Plant Engineering,6/01/2016,-1,1
00002829,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4330,OIAP StrategSourcing,Procurement,18/04/2009,-1,1
00002831,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Commercial Accounting,12/04/2014,-1,1
00002832,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7160,MEL Inspect,A Shift,15/06/2009,-1,1
00002833,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4540,OIAP Prodn Planning,National Planning,12/12/2009,-1,1
00002835,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7290,MEL HR & Training,Human Resources,17/07/2010,-1,1
00002836,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7110,MEL Melt,Batch & Furnace,11/08/2015,-1,1
00002837,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4375,AU Sales & Marketing,Sales NSW,9/10/2010,-1,1
00002838,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4460,GOSC Fac Adv Eng,Plant Engineering,16/06/2012,-1,1
00002839,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Customer Services,31/05/2014,-1,1
00002841,Termination (HR checklist),Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,New Product Development,4/07/2009,-1,1
00002843,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4475,OIAP Analytical Serv,Analytical Services,1/06/2010,-1,1
00002845,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9210,SYD Mould Repair,Mould Repair,9/10/2010,-1,1
00002846,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,31/05/2012,-1,1
00002848,Auto Terminations,Retirement,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4450,GOSC Facility Advanc,Facilities Advancement,28/04/2018,-1,1
00002849,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4812,OIAP IT Applic Dev,Applications,15/09/2009,-1,1
00002850,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5210,ADE Mould Repair,Mould Repair,7/12/2012,-1,1
00002852,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6230,BNE Maint - Electric,Electrical Services,6/12/2013,-1,1
00002853,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4811,OIAP IT Computer Ops,Service Desk AP,10/04/2010,-1,1
00002854,Auto Terminations,Contract Expired,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,Sales & Marketing,22/07/2010,-1,1
00002855,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5130,ADE Forming,C Shift,17/11/2009,-1,1
00002856,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6580,BNE Warehousing,Distribution - Queensland,19/08/2014,-1,1
00002857,Auto Terminations,Dismissal,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6580,BNE Warehousing,Distribution - Queensland,11/01/2014,-1,1
00002859,Auto Terminations,Resignation,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,SAP Basis,28/07/2012,-1,1
