Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date
00002275,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,A Shift,14/07/2014,12/07/2015,,G4 Multi Skilled Operator,26/05/2003
00002275,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,A Shift,14/07/2014,12/07/2015,,G4 Multi Skilled Operator,26/05/2003
00002275,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,A Shift,13/07/2015,21/02/2016,,G4 Multi Skilled Operator,26/05/2003
00002275,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,A Shift,22/02/2016,19/02/2017,,G4 Multi Skilled Operator,26/05/2003
00002275,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,A Shift,20/02/2017,18/02/2018,,G4 Multi Skilled Operator,26/05/2003
00002275,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,A Shift,20/02/2017,18/02/2018,Manufacturing & Engineering,G4 Multi Skilled Operator,26/05/2003
00002275,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,A Shift,19/02/2018,17/02/2019,Manufacturing & Engineering,G4 Multi Skilled Operator,26/05/2003
00002275,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,Shift A,19/02/2018,17/02/2019,Manufacturing & Engineering,Multi Skilled Operator,26/05/2003
00002275,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,Shift A,18/02/2019,31/12/9999,Manufacturing & Engineering,Multi Skilled Operator,26/05/2003
00002278,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4375,AU Sales & Marketing,Beer Segment O-I Australia,18/01/2010,31/12/9999,Commercial,Senior Sales Account Manager (NSW),2/06/2003
00002278,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,18/01/2010,31/12/9999,Commercial,Senior Sales Account Manager (NSW),2/06/2003
00002278,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,18/01/2010,31/12/9999,Commercial,Key Account Manager,2/06/2003
00002278,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4375,AU Sales & Marketing,Category Sales Beer,18/01/2010,31/12/9999,Commercial,Key Account Manager,2/06/2003
00002279,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7005,MEL Shift 5,UPM4 E Shift,1/07/2013,6/07/2014,,G5 Process Specialist,7/07/2003
00002279,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 E Shift,1/07/2013,6/07/2014,,G5 Process Specialist,7/07/2003
00002279,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 E Shift,1/07/2013,6/07/2014,,G5 Process Specialist,7/07/2003
00002279,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 E Shift,7/07/2014,5/07/2015,,G5 Process Specialist,7/07/2003
00002279,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7816,MEL MB42 MachineLine,UPM4 E Shift,6/07/2015,17/12/2015,,G5 Process Specialist,7/07/2003
00002280,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7260,MEL Plant Reliabilit,Maintenance Team MB3,1/07/2013,6/07/2014,,C5 Fitter,9/07/2003
00002280,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7241,MEL Maint - MB3,Maintenance Team MB3,1/07/2013,6/07/2014,,C5 Fitter,9/07/2003
00002280,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7241,MEL Maint - MB3,IS Repair,1/07/2013,6/07/2014,,C5 Fitter,9/07/2003
00002280,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7241,MEL Maint - MB3,IS Repair,7/07/2014,5/07/2015,,C5 Fitter,9/07/2003
00002280,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7240,MEL Maint - Machine,IS Repair,7/07/2014,5/07/2015,Manufacturing & Engineering,C5 Fitter,9/07/2003
00002280,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7240,MEL Maint - Machine,IS Repair,6/07/2015,3/07/2016,Manufacturing & Engineering,C5 Fitter,9/07/2003
00002280,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7240,MEL Maint - Machine,IS Repair,4/07/2016,2/07/2017,Manufacturing & Engineering,C5 Fitter,9/07/2003
00002280,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7240,MEL Maint - Machine,IS Repair,3/07/2017,1/07/2018,Manufacturing & Engineering,C5 Fitter,9/07/2003
00002280,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7240,MEL Maint - Machine,IS Repair,2/07/2018,31/12/9999,Manufacturing & Engineering,C5 Fitter,9/07/2003
00002282,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,B Shift,7/07/2013,6/07/2014,,LINE LEADER,23/07/2003
00002282,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,B Shift,7/07/2014,5/07/2015,,LINE LEADER,23/07/2003
00002282,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,B Shift,7/07/2014,5/07/2015,,LINE LEADER,23/07/2003
00002282,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,B Shift,6/07/2015,1/01/2017,,LINE LEADER,23/07/2003
00002282,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,B Shift,2/01/2017,2/07/2017,,LINE LEADER,23/07/2003
00002282,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,E Shift,2/01/2017,2/07/2017,Manufacturing & Engineering,LINE LEADER,23/07/2003
00002282,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,E Shift,3/07/2017,1/07/2018,Manufacturing & Engineering,LINE LEADER,23/07/2003
00002282,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,B Shift,3/07/2017,1/07/2018,Manufacturing & Engineering,LINE LEADER,23/07/2003
00002282,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,B Shift,2/07/2018,6/01/2019,Manufacturing & Engineering,LINE LEADER,23/07/2003
00002282,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9817,SYD SP33 MachineLine,B Shift,7/01/2019,31/12/9999,Manufacturing & Engineering,LINE LEADER,23/07/2003
00002290,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4290,APAC HR & Training,Human Resources O-I Asia Pacific,1/10/2010,31/12/9999,,National Payroll Manager,1/09/2003
00002290,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4290,APAC HR & Training,National Payroll,1/10/2010,31/12/9999,Human Resources,National Payroll Manager,1/09/2003
00002294,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Information Technology,1/03/2010,7/07/2014,,General Manager IT Asia Pacific,1/09/2003
00002296,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5004,ADE Shift 4,D Shift,1/07/2013,13/07/2014,,G7 Line Leader,8/09/2003
00002296,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5004,ADE Shift 4,D Shift,14/07/2014,12/07/2015,,G7 Line Leader,8/09/2003
00002296,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5004,ADE Shift 4,D Shift,14/07/2014,12/07/2015,,G7 Line Leader,8/09/2003
00002296,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,D Shift,14/07/2014,12/07/2015,,G7 Line Leader,8/09/2003
00002296,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,D Shift,13/07/2015,21/02/2016,,G7 Line Leader,8/09/2003
00002296,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,D Shift,22/02/2016,19/02/2017,,G7 Line Leader,8/09/2003
00002296,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,D Shift,20/02/2017,18/02/2018,,G7 Line Leader,8/09/2003
00002296,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,D Shift,20/02/2017,18/02/2018,Manufacturing & Engineering,G7 Line Leader,8/09/2003
00002296,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,D Shift,19/02/2018,17/02/2019,Manufacturing & Engineering,G7 Line Leader,8/09/2003
00002296,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,Shift D,19/02/2018,17/02/2019,Manufacturing & Engineering,Line Leader,8/09/2003
00002296,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,Shift D,18/02/2019,31/12/9999,Manufacturing & Engineering,Line Leader,8/09/2003
00002298,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,A Shift,1/07/2013,6/07/2014,,PRODUCTION OPERATOR A SHIFT,1/10/2003
00002298,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,A Shift,7/07/2014,5/07/2015,,PRODUCTION OPERATOR A SHIFT,1/10/2003
00002298,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,A Shift,6/07/2015,1/01/2017,,PRODUCTION OPERATOR A SHIFT,1/10/2003
00002298,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,B Shift,6/07/2015,1/01/2017,,PRODUCTION OPERATOR B SHIFT,1/10/2003
00002298,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,B Shift,2/01/2017,2/07/2017,,PRODUCTION OPERATOR B SHIFT,1/10/2003
00002298,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,Unit Plant QG31,2/01/2017,2/07/2017,Manufacturing & Engineering,PRODUCTION OPERATOR B SHIFT,1/10/2003
00002298,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,Unit Plant QG31,3/07/2017,1/07/2018,Manufacturing & Engineering,PRODUCTION OPERATOR B SHIFT,1/10/2003
00002298,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,Unit Plant QG31,2/07/2018,6/01/2019,Manufacturing & Engineering,PRODUCTION OPERATOR B SHIFT,1/10/2003
00002298,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6812,BNE QG31 MachineLine,Unit Plant QG31,7/01/2019,31/12/9999,Manufacturing & Engineering,PRODUCTION OPERATOR B SHIFT,1/10/2003
00002299,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5110,ADE Melt,Batch and Furnace,1/07/2013,13/07/2014,,Furnace Operator,22/09/2003
00002299,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5110,ADE Melt,Batch and Furnace,14/07/2014,12/07/2015,,Furnace Operator,22/09/2003
00002299,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5100,ADE Batch,Batch and Furnace,14/07/2014,12/07/2015,Manufacturing & Engineering,Furnace Operator,22/09/2003
00002299,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5100,ADE Batch,Batch and Furnace,13/07/2015,21/02/2016,Manufacturing & Engineering,Furnace Operator,22/09/2003
00002299,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5100,ADE Batch,Batch and Furnace,22/02/2016,19/02/2017,Manufacturing & Engineering,Furnace Operator,22/09/2003
00002299,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5100,ADE Batch,Batch and Furnace,20/02/2017,18/02/2018,Manufacturing & Engineering,Furnace Operator,22/09/2003
00002299,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5100,ADE Batch,Batch and Furnace,19/02/2018,17/02/2019,Manufacturing & Engineering,Furnace Operator,22/09/2003
00002299,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5100,ADE Batch,Batch and Furnace,18/02/2019,31/12/9999,Manufacturing & Engineering,Furnace Operator,22/09/2003
00002301,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Customer Services,1/07/2013,31/12/9999,,Customer Service Representative,29/09/2003
00002301,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4375,AU Sales & Marketing,Customer Services,1/07/2013,31/12/9999,Commercial,Customer Service Representative,29/09/2003
00002306,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Commercial Accounting,4/12/2007,31/12/9999,,Management Accountant,19/10/1987
00002306,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,Commercial Accounting,4/12/2007,31/12/9999,,Management Accountant,19/10/1987
00002306,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,Management Accounting,4/12/2007,31/12/9999,Finance,Management Accountant,19/10/1987
00002314,Rehire,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,O-I Asia Pacific,27/11/2004,31/12/9999,,Receptionist PM,27/11/2004
00002314,Rehire,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Admin and Facilities O-I Asia Pacific,27/11/2004,31/12/9999,Administration & Facilities,Receptionist PM,27/11/2004
00002314,Rehire,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Admin and Facilities O-I Asia Pacific,27/11/2004,31/12/9999,Administration & Facilities,Receptionist,27/11/2004
00002317,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Mould Repair,1/07/2013,6/07/2014,,C8 Fitter,12/01/2004
00002317,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Mould Repair,7/07/2014,5/07/2015,,C8 Fitter,12/01/2004
00002317,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Mould Repair,6/07/2015,3/07/2016,,C8 Fitter,12/01/2004
00002317,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Mould Repair,4/07/2016,2/07/2017,,C8 Fitter,12/01/2004
00002317,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Mould Repair,3/07/2017,1/07/2018,,C8 Fitter,12/01/2004
00002317,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Mould Repair,3/07/2017,1/07/2018,Manufacturing & Engineering,C7 Fitter,12/01/2004
00002317,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Team A,3/07/2017,1/07/2018,Manufacturing & Engineering,C7 Fitter,12/01/2004
00002317,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7210,MEL Mould Repair,Team A,2/07/2018,31/12/9999,Manufacturing & Engineering,C7 Fitter,12/01/2004
00002318,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6100,BNE Batch,Batch & Furnace,1/07/2013,6/07/2014,,Melt Operator,12/01/2004
00002318,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6100,BNE Batch,Batch & Furnace,1/07/2013,6/07/2014,Manufacturing & Engineering,Melt Operator,12/01/2004
00002318,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6100,BNE Batch,Batch & Furnace,7/07/2014,5/07/2015,Manufacturing & Engineering,Melt Operator,12/01/2004
00002318,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6100,BNE Batch,Batch & Furnace,6/07/2015,1/01/2017,Manufacturing & Engineering,Melt Operator,12/01/2004
00002318,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6100,BNE Batch,Batch & Furnace,2/01/2017,2/07/2017,Manufacturing & Engineering,Melt Operator,12/01/2004
00002318,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6100,BNE Batch,Batch & Furnace,3/07/2017,1/07/2018,Manufacturing & Engineering,Melt Operator,12/01/2004
00002318,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6100,BNE Batch,Batch & Furnace,2/07/2018,3/09/2018,Manufacturing & Engineering,Melt Operator,12/01/2004
00002321,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7260,MEL Plant Reliabilit,Maintenance Team MB3,1/07/2013,6/07/2014,,C6 Fitter,19/01/2004
00002321,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7241,MEL Maint - MB3,Maintenance Team MB3,1/07/2013,6/07/2014,,C6 Fitter,19/01/2004
00002321,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7241,MEL Maint - MB3,General Maintenace,1/07/2013,6/07/2014,,C6 Fitter,19/01/2004
00002321,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7241,MEL Maint - MB3,General Maintenace,7/07/2014,5/07/2015,,C6 Fitter,19/01/2004
00002321,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7260,MEL Plant Reliabilit,General Maintenace,7/07/2014,5/07/2015,Manufacturing & Engineering,C6 Fitter,19/01/2004
00002321,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7260,MEL Plant Reliabilit,General Maintenace,6/07/2015,3/07/2016,Manufacturing & Engineering,C6 Fitter,19/01/2004
00002321,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7260,MEL Plant Reliabilit,General Maintenace,4/07/2016,2/07/2017,Manufacturing & Engineering,C6 Fitter,19/01/2004
00002321,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7260,MEL Plant Reliabilit,General Maintenace,3/07/2017,1/07/2018,Manufacturing & Engineering,C6 Fitter,19/01/2004
00002321,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7260,MEL Plant Reliabilit,General Maintenace,2/07/2018,31/12/9999,Manufacturing & Engineering,C6 Fitter,19/01/2004
00002324,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Plant Engineering,1/07/2013,30/09/2014,,Process Control Engineer,19/01/2004
00002324,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Plant Engineering,1/10/2014,28/02/2017,,Senior Process Control Engineer,19/01/2004
00002324,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4450,GOSC Facility Advanc,Facilities Advancement,1/03/2017,31/12/9999,Manufacturing & Engineering,Project Manager,19/01/2004
00002324,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4450,GOSC Facility Advanc,Regional Engineering,1/03/2017,31/12/9999,Manufacturing & Engineering,Project Manager,19/01/2004
00002326,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,7/07/2013,6/07/2014,,Fitter,19/01/2004
00002326,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,7/07/2014,5/07/2015,,Fitter,19/01/2004
00002326,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,7/07/2014,5/07/2015,,Fitter,19/01/2004
00002326,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,6/07/2015,3/07/2016,,Fitter,19/01/2004
00002326,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,4/07/2016,2/07/2017,,Fitter,19/01/2004
00002326,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9240,SYD Maint - Machine,Plant Maintenance Sydney,4/07/2016,2/07/2017,,Fitter,19/01/2004
00002326,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,4/07/2016,2/07/2017,,Fitter,19/01/2004
00002326,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,3/07/2017,1/07/2018,,Fitter,19/01/2004
00002326,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,3/07/2017,1/07/2018,Manufacturing & Engineering,Mechanical Trades Special Class,19/01/2004
00002326,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,2/07/2018,17/02/2019,Manufacturing & Engineering,Mechanical Trades Special Class,19/01/2004
00002326,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,18/02/2019,31/12/9999,Manufacturing & Engineering,Mechanical Trades Special Class,19/01/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7120,MEL Forming Services,Unit Plant Management Tank 3,1/07/2013,6/07/2014,,Hot End Specialist,23/02/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7020,MEL Unit PlntMrg MB3,Unit Plant Management Tank 3,1/07/2013,6/07/2014,,Hot End Specialist,23/02/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7020,MEL Unit PlntMrg MB3,General Maintenace,1/07/2013,6/07/2014,,Hot End Specialist,23/02/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7020,MEL Unit PlntMrg MB3,General Maintenace,7/07/2014,5/07/2015,,Hot End Specialist,23/02/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7030,MEL Unit PlntMrg MB4,General Maintenace,7/07/2014,5/07/2015,,Hot End Specialist,23/02/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7030,MEL Unit PlntMrg MB4,Job Change,7/07/2014,5/07/2015,,Hot End Specialist,23/02/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7140,MEL Job Change,Job Change,7/07/2014,5/07/2015,,Hot End Specialist,23/02/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7140,MEL Job Change,Job Change,6/07/2015,1/01/2017,,Hot End Specialist,23/02/2004
