Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7140,MEL Job Change,Job Change,2/01/2017,2/07/2017,,Hot End Specialist,23/02/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7140,MEL Job Change,Job Change,3/07/2017,1/07/2018,,Hot End Specialist,23/02/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7140,MEL Job Change,Hot End Job Change Team,3/07/2017,1/07/2018,Manufacturing & Engineering,Hot End Specialist,23/02/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7140,MEL Job Change,Hot End Job Change Team,2/07/2018,6/01/2019,Manufacturing & Engineering,Hot End Specialist,23/02/2004
00002337,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7140,MEL Job Change,Hot End Job Change Team,7/01/2019,31/12/9999,Manufacturing & Engineering,Hot End Specialist,23/02/2004
00002338,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7001,MEL Shift 1,Integrates Systems and Risk A Shift,1/07/2013,6/07/2014,,G4 Multi Skilled Operator,23/02/2004
00002338,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Integrates Systems and Risk A Shift,1/07/2013,6/07/2014,,G4 Multi Skilled Operator,23/02/2004
00002338,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Integrates Systems and Risk A Shift,1/07/2013,6/07/2014,,G4 Multi Skilled Operator,23/02/2004
00002338,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Integrates Systems and Risk A Shift,7/07/2014,5/07/2015,,G4 Multi Skilled Operator,23/02/2004
00002338,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Integrates Systems and Risk A Shift,6/07/2015,1/01/2017,,G4 Multi Skilled Operator,23/02/2004
00002338,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Integrates Systems and Risk A Shift,2/01/2017,2/07/2017,,G4 Multi Skilled Operator,23/02/2004
00002338,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Quality Services Melbourne,2/01/2017,2/07/2017,Manufacturing & Engineering,G4 Multi Skilled Operator,23/02/2004
00002338,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Quality Services Melbourne,3/07/2017,1/07/2018,Manufacturing & Engineering,G4 Multi Skilled Operator,23/02/2004
00002338,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Shift A,3/07/2017,1/07/2018,Manufacturing & Engineering,G4 Multi Skilled Operator,23/02/2004
00002338,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Shift A,2/07/2018,6/01/2019,Manufacturing & Engineering,G4 Multi Skilled Operator,23/02/2004
00002338,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7180,MEL Audit,Shift A,7/01/2019,31/12/9999,Manufacturing & Engineering,G4 Multi Skilled Operator,23/02/2004
00002339,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7005,MEL Shift 5,UPM4 E Shift,1/07/2013,6/07/2014,,G7 Line Leader,28/03/2005
00002339,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,UPM4 E Shift,1/07/2013,6/07/2014,,G7 Line Leader,28/03/2005
00002339,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,UPM4 E Shift,7/07/2014,5/07/2015,,G7 Line Leader,28/03/2005
00002339,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,UPM4 E Shift,6/07/2015,1/01/2017,,G7 Line Leader,28/03/2005
00002339,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,UPM4 E Shift,2/01/2017,2/07/2017,,G7 Line Leader,28/03/2005
00002339,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,UPM4 E Shift,3/07/2017,1/07/2018,,G7 Line Leader,28/03/2005
00002339,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift E,3/07/2017,1/07/2018,Manufacturing & Engineering,G7 Line Leader,28/03/2005
00002339,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift E,2/07/2018,6/01/2019,Manufacturing & Engineering,G7 Line Leader,28/03/2005
00002339,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift E,7/01/2019,31/12/9999,Manufacturing & Engineering,G7 Line Leader,28/03/2005
00002340,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7004,MEL Shift 4,UPM3 D Shift,1/07/2013,6/07/2014,,G7 Line Leader,18/04/2005
00002340,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 D Shift,1/07/2013,6/07/2014,,G7 Line Leader,18/04/2005
00002340,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 D Shift,1/07/2013,6/07/2014,,G7 Line Leader,18/04/2005
00002340,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 D Shift,7/07/2014,5/07/2015,,G7 Line Leader,18/04/2005
00002340,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 D Shift,6/07/2015,1/01/2017,,G7 Line Leader,18/04/2005
00002340,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 D Shift,2/01/2017,2/07/2017,,G7 Line Leader,18/04/2005
00002340,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,UPM3 D Shift,3/07/2017,1/07/2018,,G7 Line Leader,18/04/2005
00002340,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,Shift D,3/07/2017,1/07/2018,Manufacturing & Engineering,G7 Line Leader,18/04/2005
00002340,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,Shift D,2/07/2018,6/01/2019,Manufacturing & Engineering,G7 Line Leader,18/04/2005
00002340,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,Shift D,7/01/2019,31/12/9999,Manufacturing & Engineering,G7 Line Leader,18/04/2005
00002341,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5160,ADE Inspect,Integrated Systems & Risk,1/12/2013,31/05/2019,,Quality Services Manager,23/02/2004
00002341,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5160,ADE Inspect,Quality,1/12/2013,31/05/2019,,Quality Services Manager,23/02/2004
00002341,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5280,ADE Cust Tech Serv,Quality,1/12/2013,31/05/2019,,Quality Services Manager,23/02/2004
00002341,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5280,ADE Cust Tech Serv,Quality,1/12/2013,31/05/2019,Manufacturing & Engineering,Quality Services Manager,23/02/2004
00002341,Transfer,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4510,OIAP Regional Qualit,Regional Quality,1/06/2019,31/12/9999,Manufacturing & Engineering,Vendor Quality & Packaging Manager,23/02/2004
00002342,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6220,BNE Maint - General,Plant Mechanical Maintenance,1/07/2013,6/07/2014,,Shift Fitter,8/03/2004
00002342,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6220,BNE Maint - General,Plant Mechanical Maintenance,1/07/2013,6/07/2014,Manufacturing & Engineering,Shift Fitter,8/03/2004
00002342,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6220,BNE Maint - General,Plant Mechanical Maintenance,7/07/2014,5/07/2015,Manufacturing & Engineering,Shift Fitter,8/03/2004
00002342,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6220,BNE Maint - General,Plant Mechanical Maintenance,6/07/2015,3/07/2016,Manufacturing & Engineering,Shift Fitter,8/03/2004
00002342,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6220,BNE Maint - General,Plant Mechanical Maintenance,4/07/2016,2/07/2017,Manufacturing & Engineering,Shift Fitter,8/03/2004
00002342,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6220,BNE Maint - General,Plant Mechanical Maintenance,3/07/2017,1/07/2018,Manufacturing & Engineering,Shift Fitter,8/03/2004
00002342,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6220,BNE Maint - General,Plant Mechanical Maintenance,2/07/2018,31/12/9999,Manufacturing & Engineering,Shift Fitter,8/03/2004
00002343,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Cold End Job Change,7/07/2013,6/07/2014,,Mechanical Trades Special Class,15/03/2004
00002343,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Cold End Job Change,7/07/2014,5/07/2015,,Mechanical Trades Special Class,15/03/2004
00002343,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Cold End Job Change,7/07/2014,5/07/2015,,Mechanical Trades Special Class,15/03/2004
00002343,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Cold End Job Change,6/07/2015,3/07/2016,,Mechanical Trades Special Class,15/03/2004
00002343,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Cold End Job Change,4/07/2016,2/07/2017,,Mechanical Trades Special Class,15/03/2004
00002343,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,4/07/2016,2/07/2017,Manufacturing & Engineering,Mechanical Trades Special Class,15/03/2004
00002343,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,3/07/2017,1/07/2018,Manufacturing & Engineering,Mechanical Trades Special Class,15/03/2004
00002343,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,3/07/2017,1/07/2018,Manufacturing & Engineering,Mechanical Trades Special Class,15/03/2004
00002343,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,2/07/2018,17/02/2019,Manufacturing & Engineering,Mechanical Trades Special Class,15/03/2004
00002343,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,18/02/2019,31/12/9999,Manufacturing & Engineering,Mechanical Trades Special Class,15/03/2004
00002347,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,E Shift,1/07/2013,6/07/2014,,PRODUCTION OPERATOR E SHIFT,4/05/2004
00002347,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,E Shift,1/07/2013,6/07/2014,,PRODUCTION OPERATOR E SHIFT,4/05/2004
00002347,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,E Shift,7/07/2014,5/07/2015,,PRODUCTION OPERATOR E SHIFT,4/05/2004
00002347,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,E Shift,6/07/2015,1/01/2017,,PRODUCTION OPERATOR E SHIFT,4/05/2004
00002347,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,E Shift,2/01/2017,2/07/2017,,PRODUCTION OPERATOR E SHIFT,4/05/2004
00002347,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,Unit Plant QG32,2/01/2017,2/07/2017,Manufacturing & Engineering,PRODUCTION OPERATOR E SHIFT,4/05/2004
00002347,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,Unit Plant QG32,3/07/2017,1/07/2018,Manufacturing & Engineering,PRODUCTION OPERATOR E SHIFT,4/05/2004
00002347,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,Unit Plant QG32,2/07/2018,6/01/2019,Manufacturing & Engineering,PRODUCTION OPERATOR E SHIFT,4/05/2004
00002347,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,Unit Plant QG32,7/01/2019,31/12/9999,Manufacturing & Engineering,PRODUCTION OPERATOR E SHIFT,4/05/2004
00002347,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6814,BNE QG33 MachineLine,Unit Plant QG33,7/01/2019,31/12/9999,Manufacturing & Engineering,PRODUCTION OPERATOR E SHIFT,4/05/2004
00002348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,C Shift,7/07/2013,6/07/2014,,MULTI SKILLED OPERATOR,19/04/2004
00002348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,C Shift,7/07/2014,5/07/2015,,MULTI SKILLED OPERATOR,19/04/2004
00002348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,C Shift,7/07/2014,5/07/2015,,MULTI SKILLED OPERATOR,19/04/2004
00002348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,C Shift,6/07/2015,1/01/2017,,MULTI SKILLED OPERATOR,19/04/2004
00002348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,C Shift,2/01/2017,2/07/2017,,MULTI SKILLED OPERATOR,19/04/2004
00002348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,Line A,2/01/2017,2/07/2017,Manufacturing & Engineering,MULTI SKILLED OPERATOR,19/04/2004
00002348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,Line A,3/07/2017,1/07/2018,Manufacturing & Engineering,MULTI SKILLED OPERATOR,19/04/2004
00002348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,C Shift,3/07/2017,1/07/2018,Manufacturing & Engineering,MULTI SKILLED OPERATOR,19/04/2004
00002348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9812,SYD SP13 MachineLine,C Shift,2/07/2018,6/01/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,19/04/2004
00002348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9811,SYD SP12 MachineLine,C Shift,2/07/2018,6/01/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,19/04/2004
00002348,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9811,SYD SP12 MachineLine,C Shift,7/01/2019,31/12/9999,Manufacturing & Engineering,MULTI SKILLED OPERATOR,19/04/2004
00002349,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7004,MEL Shift 4,UPM4 D Shift,1/07/2013,6/07/2014,,G5 Process Specialist,15/04/2004
00002349,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,UPM4 D Shift,1/07/2013,6/07/2014,,G5 Process Specialist,15/04/2004
00002349,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,UPM4 D Shift,1/07/2013,6/07/2014,,G5 Process Specialist,15/04/2004
00002349,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,UPM4 D Shift,7/07/2014,5/07/2015,,G5 Process Specialist,15/04/2004
00002349,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,UPM4 D Shift,6/07/2015,1/01/2017,,G5 Process Specialist,15/04/2004
00002349,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,UPM4 D Shift,2/01/2017,2/07/2017,,G5 Process Specialist,15/04/2004
00002349,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,UPM4 D Shift,3/07/2017,1/07/2018,,G5 Process Specialist,15/04/2004
00002349,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift D,3/07/2017,1/07/2018,Manufacturing & Engineering,G5 Process Specialist,15/04/2004
00002349,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift D,2/07/2018,6/01/2019,Manufacturing & Engineering,G5 Process Specialist,15/04/2004
00002349,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7815,MEL MB41 MachineLine,Shift D,7/01/2019,31/12/9999,Manufacturing & Engineering,G5 Process Specialist,15/04/2004
00002350,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5240,ADE Maint - Machine,Machine Maintenance,1/07/2013,13/07/2014,,Mechanical Tradesperson,27/04/2004
00002350,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5240,ADE Maint - Machine,Machine Maintenance,14/07/2014,12/07/2015,,Mechanical Tradesperson,27/04/2004
00002350,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5240,ADE Maint - Machine,Mould and Machine Maintenance,14/07/2014,12/07/2015,Manufacturing & Engineering,Mechanical Tradesperson,27/04/2004
00002350,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5240,ADE Maint - Machine,Mould and Machine Maintenance,13/07/2015,10/07/2016,Manufacturing & Engineering,Mechanical Tradesperson,27/04/2004
00002350,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5240,ADE Maint - Machine,Mould and Machine Maintenance,11/07/2016,9/07/2017,Manufacturing & Engineering,Mechanical Tradesperson,27/04/2004
00002350,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5240,ADE Maint - Machine,Mould and Machine Maintenance,10/07/2017,8/07/2018,Manufacturing & Engineering,Mechanical Tradesperson,27/04/2004
00002350,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5210,ADE Mould Repair,Mould and Machine Maintenance,10/07/2017,8/07/2018,Manufacturing & Engineering,Mechanical Tradesperson,27/04/2004
00002350,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5210,ADE Mould Repair,Mould and Machine Maintenance,9/07/2018,31/12/9999,Manufacturing & Engineering,Mechanical Tradesperson,27/04/2004
00002350,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5210,ADE Mould Repair,Mould Repair,9/07/2018,31/12/9999,Manufacturing & Engineering,Mechanical Tradesperson,27/04/2004
00002354,Promotion,Transfer,1000,ACI Operations Pty Ltd,NSW Glass Expatriate,Jakarta,4296,OIAP Expatriates,Expatriates,13/08/2012,28/02/2014,,General Director O-I BJC Vietnam,27/04/2004
