Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date,Time in role
3421,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Risk Management,11/07/2016,1/08/2019,Legal,General Counsel,11/07/2016,1116
3422,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,Business Services Melbourne,11/07/2016,19/08/2016,,Finance and Plant Administrator,11/07/2016,39
3423,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6250,BNE Maint - Cold End,Plant Maintenance,25/07/2016,1/08/2019,Manufacturing & Engineering,Fitter,25/07/2016,1102
3424,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Service Desk AP,11/07/2016,21/09/2018,Information Technology,Global Service Desk Analyst,11/07/2016,802
3425,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7812,MEL MB31 MachineLine,Shift C,1/08/2016,1/08/2019,Manufacturing & Engineering,G4 Multi Skilled Operator,1/08/2016,1095
3426,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4330,OIAP StrategSourcing,Procurement,25/07/2016,21/04/2017,,Purchasing Coordinator,25/07/2016,270
3427,Transfer,No reason specified,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6580,BNE Warehousing,Distribution - Queensland,1/08/2016,1/08/2019,Supply Chain,Administration Assistant,1/08/2016,1095
3428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6140,BNE Job Change,Mould Repair,16/08/2016,1/08/2019,Manufacturing & Engineering,Fitters,16/08/2016,1080
3428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6140,BNE Job Change,Job Change Team,2/07/2018,1/08/2019,Manufacturing & Engineering,Job Change Operator,16/08/2016,395
3429,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6140,BNE Job Change,Job Change,15/08/2016,7/12/2016,,Job Change Operator,15/08/2016,114
3430,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,15/08/2016,1/08/2019,Information Technology,Regional Operations Manager,15/08/2016,1081
3431,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7110,MEL Melt,Batch & Furnace,22/08/2016,1/08/2019,Manufacturing & Engineering,G4 Furnace Operator,22/08/2016,1074
3432,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6140,BNE Job Change,Job Change Team,22/08/2016,1/08/2019,Manufacturing & Engineering,Job Change Operator,22/08/2016,1074
3433,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7240,MEL Maint - Machine,IS Repair,5/09/2016,1/07/2018,Manufacturing & Engineering,C8 Fitter,5/09/2016,664
3433,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7240,MEL Maint - Machine,IS Repair,3/07/2017,1/08/2019,Manufacturing & Engineering,C6 Fitter,5/09/2016,759
3434,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9030,SYD Unit PlntMrg SP3,Manufacturing,12/09/2016,14/06/2017,,Line Manager,12/09/2016,275
3434,Promotion,Promotion,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Production Line Management 1,15/06/2017,1/08/2019,Manufacturing & Engineering,Unit Plant Manager,12/09/2016,777
3435,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,UPM3,29/08/2016,31/08/2018,,Stat Process Control Coord/Manu Grad,29/08/2016,732
3435,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,Cold End Job Change,20/02/2017,31/08/2018,Manufacturing & Engineering,Manufacturing Engineer,29/08/2016,557
3435,Transfer,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7030,MEL Unit PlntMrg MB4,Unit Plant Management,1/09/2018,1/08/2019,Manufacturing & Engineering,Line Manager,29/08/2016,334
3436,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4490,GOSC Oper Advance,Glass and Materials Advancement,19/09/2016,1/08/2019,Manufacturing & Engineering,Glass Technologist,19/09/2016,1046
3437,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,3/10/2016,31/05/2017,,Commercial Analyst,3/10/2016,240
3438,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Shift B,20/09/2016,31/03/2019,Manufacturing & Engineering,G5 Process Specialist,20/09/2016,922
3438,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Shift B,7/01/2019,31/03/2019,Manufacturing & Engineering,Trainee Process Specialist,20/09/2016,83
3438,Transfer,Employment Status Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7050,MEL Production Suppo,Cold End Job Change,1/04/2019,1/08/2019,Manufacturing & Engineering,Cold End Job Change and Inspection Coord,20/09/2016,122
3439,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,,,,13/09/2016,25/09/2016,,Integration: default position,13/09/2016,12
3439,Transfer,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6050,BNE Production Suppo,Forming Team,26/09/2016,1/08/2019,Manufacturing & Engineering,Forehearth Operator,13/09/2016,1039
3439,Transfer,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6050,BNE Production Suppo,Forming Team,1/08/2017,1/08/2019,Manufacturing & Engineering,Job Change Forming Specialist,13/09/2016,730
3440,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6020,BNE Unit PlntMrg QG1,Unit Plant QG12,26/09/2016,14/07/2017,Manufacturing & Engineering,Line Manager QG15,26/09/2016,291
3441,Transfer,Classification Change,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5300,ADE Business Service,Plant Controls Adelaide,4/10/2016,31/05/2019,Finance,Plant Administrator,4/10/2016,969
3442,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,24/10/2016,30/04/2019,Human Resources,Head of Talent - APAC,24/10/2016,918
3442,Transfer,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Talent and Organisational Effectiveness,1/05/2019,1/08/2019,Human Resources,"HR Director - Talent, Culture and OE",24/10/2016,92
3443,Transfer,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4330,OIAP StrategSourcing,Strategic Sourcing and Demand,31/10/2016,10/08/2018,Supply Chain,Strategic Sourcing & Demand Manager,17/09/2012,648
3444,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6190,BNE Resort,Integrated Systems and Risk,24/10/2016,21/04/2017,,Resort Operator,24/10/2016,179
3445,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,1/11/2016,1/07/2018,,Fitter,31/10/2016,607
3445,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,3/07/2017,1/08/2019,Manufacturing & Engineering,Mechanical Trades Special Class,31/10/2016,759
3446,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,7/11/2016,16/11/2018,Supply Chain,Demand Planner,7/11/2016,739
3447,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,Commercial O-I Asia Pacific,7/11/2016,31/12/2018,Commercial,Key Account Director,7/11/2016,784
3447,Transfer,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,O-I Asia Pacific,1/01/2019,1/08/2019,Strategy & Integration,"Director IBP, APAC",7/11/2016,212
3448,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9220,SYD Maint - General,Plant Mechanical Sydney,1/11/2016,1/08/2019,Manufacturing & Engineering,FITTER,1/11/2016,1003
3449,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9210,SYD Mould Repair,Mould Repair,14/11/2016,1/08/2019,Manufacturing & Engineering,Inspector Toolmaker,14/11/2016,990
3450,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Mould Repair,15/11/2016,6/01/2019,Manufacturing & Engineering,GENERAL PLANT OPERATOR,15/11/2016,782
3450,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9140,SYD Job Change,Job Change,2/07/2018,1/08/2019,Manufacturing & Engineering,H/E JOB CHANGE CREW,15/11/2016,395
3450,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9817,SYD SP33 MachineLine,B Shift,7/01/2019,1/08/2019,Manufacturing & Engineering,MULTI SKILLED OPERATOR,15/11/2016,206
3451,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7060,MEL Integrated Syste,Integrated Systems and Risk,21/11/2016,15/07/2017,,Pack Centre Manager,21/11/2016,236
3452,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,SPOTS ACCOUNTANT,21/11/2016,1/08/2019,Finance,Plant Accountant,21/11/2016,983
3453,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Talent Acquisition,21/11/2016,1/08/2019,Human Resources,Talent Acquisition Consultant,21/11/2016,983
3453,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources Shared Services,1/01/2018,1/08/2019,Human Resources,HR Central Advisor,21/11/2016,577
3454,Hire Employee,Fill temporary absence,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Monthly Reporting and Planning,28/11/2016,15/01/2017,Finance,Commercial Manager,28/11/2016,48
3454,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Monthly Reporting and Planning,16/01/2017,4/06/2018,Finance,Financial Planning and Analysis Manager,28/11/2016,504
3455,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,New Product Development,12/12/2016,2/06/2017,,Product Designer,12/12/2016,172
3456,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9210,SYD Mould Repair,Mould Repair,28/11/2016,1/08/2019,Manufacturing & Engineering,Inspector Toolmaker,28/11/2016,976
3457,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4446,Reg SupplyChain Proc,Quantum_ITF,28/11/2016,30/11/2018,Supply Chain,ITF Bussiness Lead,28/11/2016,732
3458,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,12/12/2016,19/06/2017,,Regional Head of Communications,12/12/2016,189
3459,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,9/01/2017,23/06/2017,,Regional Training Manager,9/01/2017,165
3460,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,Operations O-I Australia,9/01/2017,15/12/2017,Manufacturing & Engineering,Occupational Health & Safety Manager,9/01/2017,340
3461,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4310,OIAP Other COS,Brisbane Cullet,1/01/2017,1/08/2019,Manufacturing & Engineering,Brisbane Cullet EHSQ Manager,1/01/2017,942
3462,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6100,BNE Batch,Batch & Furnace,1/01/2017,1/08/2019,Manufacturing & Engineering,Batch & Furnace Manager,1/01/2017,942
3463,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6250,BNE Maint - Cold End,Plant Mechanical Maintenance,3/01/2017,5/10/2018,Manufacturing & Engineering,Electrician,3/01/2017,640
3464,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Process Improvement,3/01/2017,31/08/2017,Finance,Master Data Analyst,3/01/2017,240
3464,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Quantum_Master Data,1/09/2017,30/11/2018,Finance,Master Data Supervisor,3/01/2017,455
3465,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,3/01/2017,29/09/2017,,Environmental Health &Safety Coordinator,3/01/2017,269
3466,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6580,BNE Warehousing,Distribution - Queensland,4/01/2017,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR C SHIFT,4/01/2017,939
3466,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6814,BNE QG33 MachineLine,Distribution - Queensland,7/01/2019,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR D SHIFT,4/01/2017,206
3467,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6220,BNE Maint - General,Plant Reliability,10/01/2017,1/08/2019,Manufacturing & Engineering,Mechanical Apprentice,10/01/2017,933
3468,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Strategy and Integration O-I AP,16/01/2017,1/08/2019,Strategy & Integration,Senior Project Manager,16/01/2017,927
3469,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9250,SYD Maint - Cold End,Plant Electrical Sydney,16/01/2017,1/08/2019,Manufacturing & Engineering,Electrician Apprentice,16/01/2017,927
3470,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6580,BNE Warehousing,Distribution - Queensland,23/01/2017,1/08/2019,Supply Chain,Goods Handler,23/01/2017,920
3471,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,Unit Plant QG32,30/01/2017,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR B SHIFT,30/01/2017,913
3471,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6020,BNE Unit PlntMrg QG1,Unit Plant QG1,7/01/2019,1/08/2019,Manufacturing & Engineering,PRODUCTION OPERATOR A SHIFT,30/01/2017,206
3472,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Service Desk AP,23/01/2017,7/07/2017,,Global Service Desk Analyst,23/01/2017,165
3473,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,ANZ Logistics,1/02/2017,31/07/2017,Supply Chain,Warehouse and Packaging Manager,1/02/2017,180
3474,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Plant Engineering,30/01/2017,28/10/2017,,Furnance Support Engineer,30/01/2017,271
3475,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,4270,OIAP Manufacturing,O-I Adelaide Plant,20/02/2017,1/08/2019,Manufacturing & Engineering,Manufacturing Engineer Graduate,20/02/2017,892
3475,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5814,ADE AD51 MachineLine,UPM,21/02/2017,1/08/2019,Manufacturing & Engineering,Line Manager,20/02/2017,891
3476,Promotion,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,Batch & Furnace,20/02/2017,14/12/2018,Manufacturing & Engineering,Manufacturing Engineer Graduate,20/02/2017,662
3477,Promotion,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4270,OIAP Manufacturing,Operational Capability,20/02/2017,11/02/2018,Manufacturing & Engineering,Manufacturing Engineer Graduate,20/02/2017,356
3477,Transfer,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6020,BNE Unit PlntMrg QG1,Unit Plant QG1,12/02/2018,1/08/2019,Manufacturing & Engineering,Shift Manager E,20/02/2017,535
3478,Promotion,No reason specified,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4270,OIAP Manufacturing,Job Change,20/02/2017,30/06/2018,Manufacturing & Engineering,Manufacturing Engineer Graduate,20/02/2017,495
3478,Promotion,Promotion,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Job Change,1/07/2018,1/08/2019,Manufacturing & Engineering,Job Change Manager,20/02/2017,396
3479,Promotion,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4270,OIAP Manufacturing,Operational Capability,20/02/2017,15/12/2017,Manufacturing & Engineering,Manufacturing Engineering Graduate,20/02/2017,298
3480,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4446,Reg SupplyChain Proc,Supply Chain O-I Asia Pacific,17/02/2017,1/08/2019,Supply Chain,Supply Chain Analyst,17/02/2017,895
3481,Hire Employee,New position,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5280,ADE Cust Tech Serv,Quality,27/02/2017,28/09/2018,Manufacturing & Engineering,Assistant Quality Manager,27/02/2017,578
3482,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Talent and Organisational Effectiveness,6/03/2017,1/08/2019,Human Resources,Talent Acquisition Consultant,6/03/2017,878
3483,Transfer,Employment Status Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,Business Controlling,13/02/2017,23/11/2018,Finance,Business Analyst O-I Australia,13/02/2017,648
3483,Transfer,Employment Status Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,Business Controlling,1/10/2017,23/11/2018,Finance,Business Analyst,13/02/2017,418
3484,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Commercial,27/02/2017,30/06/2017,,Project Manager,27/02/2017,123
3485,Transfer,No reason specified,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4270,OIAP Manufacturing,Performance Improvement,22/02/2017,15/12/2017,Manufacturing & Engineering,Regional Forming Training SME,6/09/1982,296
3486,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Plant Controls Brisbane,27/02/2017,27/04/2018,Manufacturing & Engineering,Plant Controller,27/02/2017,424
3487,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Change Management,6/03/2017,15/12/2017,Strategy & Integration,Change Manager,6/03/2017,284
3488,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources Shared Services,2/03/2017,28/07/2017,Human Resources,HR Shared Services Administrator,2/03/2017,148
3489,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,ANZ Logistics,8/03/2017,27/04/2018,Supply Chain,ANZ Logistics Manager,8/03/2017,415
3490,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9170,SYD Pack,Pack Centre,13/03/2017,1/08/2019,Manufacturing & Engineering,General Plant Operator,13/03/2017,871
3491,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7260,MEL Plant Reliabilit,General Maintenace,14/03/2017,1/07/2018,Manufacturing & Engineering,C7 Mechanical Fitter,14/03/2017,474
3491,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7260,MEL Plant Reliabilit,General Maintenance,3/07/2017,1/08/2019,Manufacturing & Engineering,C7 Fitter,14/03/2017,759
3492,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,Business Services Melbourne,20/03/2017,1/08/2019,Finance,Plant Controller,20/03/2017,864
3493,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4400,GPA General Manager,Human Resources Business Partnering,1/03/2017,28/02/2018,Human Resources,ANZ HR Director,1/03/2017,364
3494,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Furnace Design,27/03/2017,30/03/2019,Manufacturing & Engineering,Furnance Design Engineer,27/03/2017,733
3495,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6240,BNE Maint - Machine,IS Repair,27/03/2017,1/08/2019,Manufacturing & Engineering,Fitter,27/03/2017,857
3496,Hire Employee,Fill temporary absence,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,7/04/2017,30/06/2017,,Regional HR Operations Director,7/04/2017,84
3497,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Quantum_ITF,7/04/2017,31/12/2018,Finance,ITF Business Analyst,7/04/2017,633
3497,Transfer,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4305,APAC Region Finance,Monthly Reporting and Planning,1/01/2019,1/08/2019,Finance,Commercial Manager,7/04/2017,212
3498,Hire Employee,New position,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4310,OIAP Other COS,Cullet Operations,10/04/2017,2/10/2017,Supply Chain,Shift Supervisor Brisbane Cullet,10/04/2017,175
3499,Hire Contractor,New position,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4310,OIAP Other COS,Brisbane Cullet Pty Ltd,10/04/2017,16/04/2017,,SHIFT SUPERVISOR BRISBANE CULLET,10/04/2017,6
3500,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Electrical Engineering,1/05/2017,1/08/2019,Manufacturing & Engineering,Process Control Engineer,1/05/2017,822
3501,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6290,BNE HR & Training,Human Resources Brisbane,1/05/2017,30/11/2018,Human Resources,Human Resources Manager,1/05/2017,578
3502,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources Shared Services,18/04/2017,28/02/2018,Human Resources,HR Shared Services Lead,18/04/2017,316
3502,Promotion,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources Shared Services,1/03/2018,18/12/2018,Human Resources,HR Central Lead,18/04/2017,292
3503,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4400,GPA General Manager,ANZ Business Unit,11/05/2017,1/08/2019,Administration & Facilities,Executive Team Assistant,11/05/2017,812
3504,Hire Employee,New position,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,4310,OIAP Other COS,Brisbane Cullet Pty Ltd,15/05/2017,28/05/2017,,Shift Supervisor Brisbane Cullet,15/05/2017,13
3505,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4460,GOSC Fac Adv Eng,Furnace Design,22/05/2017,1/08/2019,Manufacturing & Engineering,Senior Structural Engineer,22/05/2017,801
3506,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6230,BNE Maint - Electric,Electrical Services,22/05/2017,1/08/2019,Manufacturing & Engineering,Electrician,22/05/2017,801
3507,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6580,BNE Warehousing,Distribution - Queensland,22/05/2017,1/08/2019,Supply Chain,Goods Handler,22/05/2017,801
3508,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7220,MEL Maint - General,Plant Reliability,1/06/2017,1/08/2019,Manufacturing & Engineering,Plant Reliability Manager,1/06/2017,791
3509,Transfer,No reason specified,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5220,ADE Maint - General,Plant Reliability,16/05/2017,14/01/2019,Manufacturing & Engineering,Plant  Reliability Manager,16/05/2017,608
3509,Transfer,No reason specified,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5220,ADE Maint - General,Reliability,1/10/2017,14/01/2019,Manufacturing & Engineering,Reliability Manager,16/05/2017,470
3510,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Batch & Furnace,31/05/2017,1/08/2019,Manufacturing & Engineering,Assistant Batch and Furnace Manager,31/05/2017,792
3511,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7290,MEL HR & Training,Human Resources Business Partnering,13/06/2017,1/08/2019,Human Resources,Human Resources Manager,13/06/2017,779
