Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date,Time in role
3512,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4450,GOSC Facility Advanc,Regional Engineering,5/06/2017,1/08/2019,Manufacturing & Engineering,Project Manager,5/06/2017,787
3513,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4330,OIAP StrategSourcing,Procurement Administration,25/05/2017,1/08/2019,Supply Chain,Purchasing Coordinator,25/05/2017,798
3514,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4330,OIAP StrategSourcing,Procurement Administration,13/06/2017,1/08/2019,Supply Chain,Purchasing Coordinator,12/06/2017,779
3515,Hire Employee,No reason specified,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Audit,1/06/2017,1/08/2019,Manufacturing & Engineering,Assistant Quality Manager,10/04/2012,791
3516,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,5/06/2017,1/08/2019,Manufacturing & Engineering,Production Support Fitter,5/06/2017,787
3517,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources Shared Services,13/06/2017,16/03/2018,Human Resources,HR Central Advisor,13/06/2017,276
3518,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,Business Controlling,19/06/2017,1/08/2019,Finance,Sales Controller,19/06/2017,773
3519,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,ANZ Logistics,22/06/2017,30/11/2018,Supply Chain,Victorian Logistics Lead,22/06/2017,526
3520,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,3/07/2017,1/08/2019,Commercial,Sales Director ANZ,3/07/2017,759
3521,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Electrical Engineering,3/07/2017,1/08/2019,Manufacturing & Engineering,Electrical Engineering Lead,3/07/2017,759
3522,Transfer,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,19/06/2017,13/07/2018,Information Technology,Global Service Desk Analyst,19/06/2017,389
3523,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5220,ADE Maint - General,Maintenance,19/06/2017,1/08/2019,Manufacturing & Engineering,Electrician,19/06/2017,773
3524,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,Design Engineering,26/06/2017,1/08/2019,Commercial,Product Engineer,26/06/2017,766
3525,Transfer,No reason specified,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6030,BNE Unit PlntMrg QG3,O-I Brisbane Plant,21/06/2017,9/01/2019,Manufacturing & Engineering,Unit PlantManager QG1,21/06/2017,567
3525,Transfer,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6050,BNE Production Suppo,O-I Brisbane Plant,10/01/2019,1/08/2019,Manufacturing & Engineering,Production Support Manager,21/06/2017,203
3526,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Pricing O-I Asia Pacific,26/06/2017,1/08/2019,Commercial,Commercial Analyst,26/06/2017,766
3527,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Mechanical Engineering,3/07/2017,1/08/2019,Manufacturing & Engineering,Mechanical Engineering Lead,3/07/2017,759
3528,Transfer,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4300,OI Financial Opers,Management Accounting,11/07/2017,29/11/2017,Finance,Junior Finance Administrator,11/07/2017,141
3529,Transfer,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Communications,17/07/2017,1/08/2019,Human Resources,Regional Communications Lead,17/07/2017,745
3530,Hire Employee,New position,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,O-I Sydney Plant,17/07/2017,1/08/2019,Manufacturing & Engineering,Continous Improvement Practitioner,17/07/2017,745
3531,Transfer,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Change Management,17/07/2017,18/12/2018,Strategy & Integration,Senior Change Manager,17/07/2017,519
3532,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4270,OIAP Manufacturing,Operational and Facilities Advancement,17/07/2017,30/06/2018,Manufacturing & Engineering,Manufacturing Gradutate,17/07/2017,348
3533,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4375,AU Sales & Marketing,Category Sales Beer,12/07/2017,1/08/2019,Commercial,Key Account Manager,12/07/2017,750
3534,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources Operations,31/07/2017,1/08/2019,Human Resources,Regional HR Operations Director,31/07/2017,731
3535,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Learning and Development,2/08/2017,12/04/2019,Human Resources,"Head of Learning and Development, APAC",2/08/2017,618
3536,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4510,OIAP Regional Qualit,Regional Quality,17/07/2017,4/03/2018,Manufacturing & Engineering,Document Management Coordinator,17/07/2017,230
3536,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Quantum_PTP Manufacturing,5/03/2018,30/11/2018,Manufacturing & Engineering,Business Analyst,17/07/2017,270
3536,Transfer,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4510,OIAP Regional Qualit,Regional Quality,1/12/2018,1/08/2019,Manufacturing & Engineering,Document Management Coordinator,17/07/2017,243
3537,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4310,OIAP Other COS,Brisbane Cullet,11/07/2017,3/11/2017,Manufacturing & Engineering,Reliability Manager,11/07/2017,115
3538,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources Shared Services,7/08/2017,20/02/2018,Human Resources,HR Shared Services Advisor,7/08/2017,197
3539,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4330,OIAP StrategSourcing,Regional Procurement,7/08/2017,30/11/2017,Supply Chain,Procurement Coordinator,7/08/2017,115
3540,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5140,ADE Job Change,Job Change,14/08/2017,1/08/2019,Manufacturing & Engineering,Job Change Team Member,14/08/2017,717
3541,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9270,SYD Manufacturing,Technical Services,21/08/2017,1/08/2019,Manufacturing & Engineering,Technical Services Representative,21/08/2017,710
3542,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Mechanical Engineering,21/08/2017,1/08/2019,Manufacturing & Engineering,Mechanical Engineering Designer,21/08/2017,710
3543,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Pricing O-I Asia Pacific,23/08/2017,22/02/2018,Commercial,Commercial Analyst,23/08/2017,183
3544,Transfer,No reason specified,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6250,BNE Maint - Cold End,Inspection & Packaging Engineering,21/08/2017,5/01/2018,Manufacturing & Engineering,Fitter,21/08/2017,137
3545,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Mechanical Engineering,21/08/2017,1/08/2019,Manufacturing & Engineering,Mechanical Engineering Designer,21/08/2017,710
3546,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4400,GPA General Manager,Human Resources Business Partnering,28/08/2017,31/12/2018,Human Resources,HR Consultant,28/08/2017,490
3546,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4400,GPA General Manager,Human Resources,30/09/2017,31/12/2018,Human Resources,HR Business Partner,28/08/2017,457
3546,Transfer,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources Shared Services,1/01/2019,1/08/2019,Human Resources,HR Central Lead,28/08/2017,212
3547,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Project Quantum,4/09/2017,30/11/2018,Strategy & Integration,Deployment Lead - SAP,4/09/2017,452
3548,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Quantum_RTR,4/09/2017,18/12/2018,Strategy & Integration,Business Analyst - SAP,4/09/2017,470
3549,Transfer,No reason specified,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9290,SYD HR & Training,Human Resources Business Partnering,4/09/2017,5/01/2018,Human Resources,Human Resource Manager,4/09/2017,123
3550,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Quantum_OTC,11/09/2017,21/11/2018,Strategy & Integration,Business Analyst - SAP,11/09/2017,436
3551,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Process Improvement,8/09/2017,25/01/2018,Finance,Master Data Analyst,8/09/2017,139
3552,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9030,SYD Unit PlntMrg SP3,Production Line Management 1,28/08/2017,2/09/2018,Manufacturing & Engineering,Flexible Manufacturing Unit,28/08/2017,370
3552,Transfer,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5100,ADE Batch,Batch and Furnace,3/09/2018,1/08/2019,Manufacturing & Engineering,Assistant Batch & Furnance Manager,28/08/2017,332
3553,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Change Management,4/09/2017,28/09/2018,Strategy & Integration,Change Manager,4/09/2017,389
3554,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4310,OIAP Other COS,Brisbane Cullet,11/09/2017,31/05/2019,Manufacturing & Engineering,Team Leader,11/09/2017,627
3554,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4310,OIAP Other COS,Brisbane Cullet,1/06/2019,1/08/2019,Manufacturing & Engineering,Shift Manager - Cullet,11/09/2017,61
3555,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9210,SYD Mould Repair,Mould Repair,11/09/2017,1/08/2019,Manufacturing & Engineering,Mould Cleaner,11/09/2017,689
3556,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9110,SYD Melt,Batch & Furnace,18/09/2017,6/01/2019,Manufacturing & Engineering,Batch House Operator,18/09/2017,475
3556,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9110,SYD Melt,Batch & Furnace,2/07/2018,1/08/2019,Manufacturing & Engineering,General Plant Operator,18/09/2017,395
3557,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Quantum_PTP,14/09/2017,31/01/2019,Strategy & Integration,Business Lead - P2P,14/09/2017,504
3558,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4570,OIAP Distribution,Logistics - Queensland,18/09/2017,1/08/2019,Supply Chain,Queensland Logistics Lead,18/09/2017,682
3559,Transfer,No reason specified,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Process Improvement,18/09/2017,1/08/2019,Finance,Corporate and Compliance Accountant,18/09/2017,682
3560,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4446,Reg SupplyChain Proc,Regional Procurement,2/10/2017,1/08/2019,Supply Chain,Procurement Manager - Logistics,2/10/2017,668
3561,Transfer,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,9/10/2017,1/08/2019,Supply Chain,Senior Supply Planner,9/10/2017,661
3562,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6250,BNE Maint - Cold End,Plant Maintenance,3/10/2017,1/08/2019,Manufacturing & Engineering,Fitter,3/10/2017,667
3563,Transfer,Transfer,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,Management Accounting,27/09/2017,1/08/2019,Finance,Financial Accounting Manager,27/09/2017,673
3564,Transfer,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Electrical Engineering,2/10/2017,15/02/2019,Manufacturing & Engineering,Electrical Engineering Designer,2/10/2017,501
3565,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4302,OI Shared Services,Shared Services,9/10/2017,26/01/2018,Finance,Shared Services Manager,9/10/2017,109
3566,Hire Employee,New position,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6290,BNE HR & Training,Human Resources Brisbane,9/10/2017,1/08/2019,Finance,Plant Administration Officer,9/10/2017,661
3567,Transfer,Classification Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Communications,9/10/2017,31/01/2019,Human Resources,Internal Communications Consultant,9/10/2017,479
3568,Transfer,Classification Change,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6020,BNE Unit PlntMrg QG1,O-I Brisbane Plant,4/10/2017,1/08/2019,Manufacturing & Engineering,Line Leader (FMU),4/10/2017,666
3568,Transfer,Classification Change,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6020,BNE Unit PlntMrg QG1,Unit Plant QG1,30/04/2018,1/08/2019,Manufacturing & Engineering,Line Manager,4/10/2017,458
3569,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7030,MEL Unit PlntMrg MB4,Shift D,9/10/2017,13/10/2017,Manufacturing & Engineering,Multi Skilled Operator,9/10/2017,4
3570,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6210,BNE Mould Repair,Mould Repair,9/10/2017,1/08/2019,Manufacturing & Engineering,Fitter,9/10/2017,661
3571,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6810,BNE QG12 MachineLine,Unit Plant QG12,9/10/2017,1/08/2019,Manufacturing & Engineering,Multi Skilled Operator,9/10/2017,661
3571,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6580,BNE Warehousing,Unit Plant QG12,7/01/2019,1/08/2019,Manufacturing & Engineering,Goods Handler,9/10/2017,206
3572,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9170,SYD Pack,Pack Centre,9/10/2017,1/08/2019,Manufacturing & Engineering,Pack Centre Operator,9/10/2017,661
3573,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7230,MEL Maint - Electric,Electrical Maintenance,16/10/2017,1/08/2019,Manufacturing & Engineering,Electrician,16/10/2017,654
3574,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,ANZ Logistics,9/10/2017,1/08/2019,Supply Chain,Distribution Requirements Planner,9/10/2017,661
3575,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Strategy and PMO,16/10/2017,17/04/2018,Strategy & Integration,Data Analytics Programmer,16/10/2017,183
3576,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,16/10/2017,1/08/2019,Manufacturing & Engineering,Environmental Health & Safety Manager,16/10/2017,654
3577,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6260,BNE Plant Reliabilit,Plant Reliability,23/10/2017,1/08/2019,Manufacturing & Engineering,Plant Reliability Manager,23/10/2017,647
3578,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,23/10/2017,14/05/2019,Supply Chain,Demand Planner,23/10/2017,568
3579,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5814,ADE AD51 MachineLine,UPM,13/11/2017,26/04/2019,Manufacturing & Engineering,Line Manager,13/11/2017,529
3580,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,16/10/2017,31/03/2019,Supply Chain,Key Account Supply Manager,16/10/2017,531
3580,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,1/04/2019,1/08/2019,Supply Chain,Sales & Operations Manager - AUS,16/10/2017,122
3581,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6220,BNE Maint - General,Plant Maintenance,30/10/2017,1/01/2018,Manufacturing & Engineering,Fitter,30/10/2017,63
3582,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4815,OIAP IT Projects,Quantum_PTP,30/10/2017,25/09/2018,Strategy & Integration,Business Analyst,30/10/2017,330
3583,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6060,BNE Integrated Syste,EH&S Brisbane,13/11/2017,1/08/2019,Manufacturing & Engineering,EH&S Manager,13/11/2017,626
3584,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4441,Continuous Improvmt,Regional EHS,30/10/2017,9/11/2018,Manufacturing & Engineering,EHS Project Manager,30/10/2017,375
3585,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4302,OI Shared Services,Accounts Payable,15/11/2017,17/07/2018,Finance,Accounts Payable Officer,15/11/2017,244
3586,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6060,BNE Integrated Syste,Unit Plant QG3,15/11/2017,18/01/2018,Manufacturing & Engineering,Shift Manager D,15/11/2017,64
3586,Transfer,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Shift,6020,BNE Unit PlntMrg QG1,Unit Plant QG1,19/01/2018,1/08/2019,Manufacturing & Engineering,Shift Manager A,15/11/2017,559
3587,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,4/12/2017,1/08/2019,Manufacturing & Engineering,Environmental Health &Safety Coordinator,4/12/2017,605
3588,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,ANZ Finance,4/12/2017,1/06/2018,Finance,ANZ Finance Director,4/12/2017,179
3589,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Shift C,4/12/2017,1/08/2019,Manufacturing & Engineering,General Plant Operator,4/12/2017,605
3590,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4310,OIAP Other COS,Brisbane Cullet,20/11/2017,15/01/2019,Manufacturing & Engineering,Team Leader,20/11/2017,421
3591,Transfer,Employment Status Change,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Regional Engineering,8/12/2017,1/08/2019,Manufacturing & Engineering,Project Administrator,7/12/2017,601
