Pers.no.,Action Type,Reason for Action,Company Code,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date
00003428,Hire Contractor,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6140,BNE Job Change,Job Change,16/08/2016,2/07/2017,,Fitters,16/08/2016
00003428,Hire Contractor,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6140,BNE Job Change,Production Support,16/08/2016,2/07/2017,Manufacturing & Engineering,Fitters,16/08/2016
00003429,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6140,BNE Job Change,Job Change,15/08/2016,7/12/2016,,Job Change Operator,15/08/2016
00003430,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,IT Operations,15/08/2016,31/12/9999,Information Technology,Regional Operations Manager,15/08/2016
00003431,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7110,MEL Melt,Batch & Furnace,22/08/2016,1/01/2017,Manufacturing & Engineering,G4 Furnace Operator,22/08/2016
00003432,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6140,BNE Job Change,Job Change,22/08/2016,1/01/2017,,Job Change Operator,22/08/2016
00003433,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7240,MEL Maint - Machine,IS Repair,5/09/2016,2/07/2017,Manufacturing & Engineering,C8 Fitter,5/09/2016
00003434,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,9030,SYD Unit PlntMrg SP3,Manufacturing,12/09/2016,14/06/2017,,Line Manager,12/09/2016
00003435,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,UPM3,29/08/2016,19/02/2017,,Stat Process Control Coord/Manu Grad,29/08/2016
00003436,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4490,GOSC Oper Advance,Glass and Materials Advancement,19/09/2016,31/12/9999,Manufacturing & Engineering,Glass Technologist,19/09/2016
00003437,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,3/10/2016,31/05/2017,,Commercial Analyst,3/10/2016
00003437,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,3/10/2016,31/05/2017,,Commercial Analyst,3/10/2016
00003437,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,3/10/2016,31/05/2017,,Commercial Analyst,3/10/2016
00003438,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Shift,7170,MEL Pack,Pack Centre,20/09/2016,1/01/2017,,G5 Process Specialist,20/09/2016
00003439,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,,,,13/09/2016,25/09/2016,,Integration: default position,13/09/2016
00003440,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6020,BNE Unit PlntMrg QG1,Unit Plant QG1,26/09/2016,14/07/2017,,Line Manager QG15,26/09/2016
00003440,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6020,BNE Unit PlntMrg QG1,Unit Plant QG12,26/09/2016,14/07/2017,Manufacturing & Engineering,Line Manager QG15,26/09/2016
00003441,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5300,ADE Business Service,Business Services,4/10/2016,31/10/2017,,Plant Administrator,4/10/2016
00003442,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,24/10/2016,30/04/2019,Human Resources,Regional HR Business Partner,24/10/2016
00003442,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,24/10/2016,30/04/2019,Human Resources,Head of Talent - APAC,24/10/2016
00003443,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4330,OIAP StrategSourcing,Procurement,31/10/2016,30/09/2017,,Strategic Sourcing & Demand Manager,17/09/2012
00003443,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4330,OIAP StrategSourcing,Strategic Sourcing and Demand,31/10/2016,30/09/2017,Supply Chain,Strategic Sourcing & Demand Manager,17/09/2012
00003444,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6190,BNE Resort,Integrated Systems and Risk,24/10/2016,1/01/2017,,Resort Operator,24/10/2016
00003445,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9240,SYD Maint - Machine,Plant Maintenance Sydney,1/11/2016,2/07/2017,,Fitter,31/10/2016
00003446,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,7/11/2016,16/11/2018,,Demand Planner,7/11/2016
00003446,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4375,AU Sales & Marketing,Sales & Marketing O-I Australia,7/11/2016,16/11/2018,,Demand Planner,7/11/2016
00003446,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4446,Reg SupplyChain Proc,Procurement,7/11/2016,16/11/2018,,Demand Planner,7/11/2016
00003446,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,Procurement,7/11/2016,16/11/2018,,Demand Planner,7/11/2016
00003446,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4540,OIAP Prodn Planning,ANZ Planning,7/11/2016,16/11/2018,Supply Chain,Demand Planner,7/11/2016
00003447,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,Sales & Marketing O-I Australia,7/11/2016,31/12/2018,,Key Account Director Sales and Marketing,7/11/2016
00003447,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,Commercial O-I Asia Pacific,7/11/2016,31/12/2018,Commercial,Key Account Director Sales and Marketing,7/11/2016
00003447,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,Commercial O-I Asia Pacific,7/11/2016,31/12/2018,Commercial,Key Account Director,7/11/2016
00003448,Hire Employee,No reason specified,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9220,SYD Maint - General,Plant Mechanical Sydney,1/11/2016,2/07/2017,Manufacturing & Engineering,FITTER,1/11/2016
00003449,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9210,SYD Mould Repair,Mould Repair,14/11/2016,2/07/2017,Manufacturing & Engineering,Inspector Toolmaker,14/11/2016
00003450,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Shift,9210,SYD Mould Repair,Mould Repair,15/11/2016,1/01/2017,,GENERAL PLANT OPERATOR,15/11/2016
00003451,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7060,MEL Integrated Syste,Integrated Systems and Risk,21/11/2016,15/07/2017,,Pack Centre Manager,21/11/2016
00003452,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,Business Services Melbourne,21/11/2016,31/12/9999,Finance,Finance and Plant Administrator,21/11/2016
00003452,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,Business Services Melbourne,21/11/2016,31/12/9999,Finance,Plant Accountant,21/11/2016
00003452,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,SPOTS ACCOUNTANT,21/11/2016,31/12/9999,Finance,Plant Accountant,21/11/2016
00003453,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,21/11/2016,29/09/2017,,Talent Acquisition Consultant,21/11/2016
00003453,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Talent Acquisition,21/11/2016,29/09/2017,Human Resources,Talent Acquisition Consultant,21/11/2016
00003454,Hire Employee,Fill temporary absence,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Monthly Reporting and Planning,28/11/2016,15/01/2017,Finance,Commercial Manager,28/11/2016
00003455,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4365,OIAP Market & Sales,New Product Development,12/12/2016,2/06/2017,,Product Designer,12/12/2016
00003456,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9210,SYD Mould Repair,Mould Repair,28/11/2016,2/07/2017,Manufacturing & Engineering,Inspector Toolmaker,28/11/2016
00003457,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4431,PPG Regional Reports,Procurement,28/11/2016,30/11/2018,,Regional Logistics Director,28/11/2016
00003457,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4446,Reg SupplyChain Proc,Procurement,28/11/2016,30/11/2018,,Regional Logistics Director,28/11/2016
00003457,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4446,Reg SupplyChain Proc,Regional Logistics,28/11/2016,30/11/2018,Supply Chain,Regional Logistics Director,28/11/2016
00003457,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Quantum_ITF,28/11/2016,30/11/2018,Supply Chain,ITF Bussiness Lead,28/11/2016
00003457,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4446,Reg SupplyChain Proc,Quantum_ITF,28/11/2016,30/11/2018,Supply Chain,ITF Bussiness Lead,28/11/2016
00003458,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,12/12/2016,19/06/2017,,Regional Head of Communications,12/12/2016
00003459,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,9/01/2017,23/06/2017,,Regional Training Manager,9/01/2017
00003460,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4480,Envirn Health Safety,O-I Operations,9/01/2017,15/12/2017,,Occupational Health & Safety Manager,9/01/2017
00003460,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,O-I Operations,9/01/2017,15/12/2017,,Occupational Health & Safety Manager,9/01/2017
00003460,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,Operations O-I Australia,9/01/2017,15/12/2017,Manufacturing & Engineering,Occupational Health & Safety Manager,9/01/2017
00003461,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4310,OIAP Other COS,Brisbane Cullet Pty Ltd,1/01/2017,31/12/9999,,Quality Environment and Safety Manager,1/01/2017
00003461,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4310,OIAP Other COS,Cullet Operations,1/01/2017,31/12/9999,Supply Chain,Brisbane Cullet EHSQ Manager,1/01/2017
00003461,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,4310,OIAP Other COS,Brisbane Cullet,1/01/2017,31/12/9999,Manufacturing & Engineering,Brisbane Cullet EHSQ Manager,1/01/2017
00003462,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6100,BNE Batch,Batch & Furnace,1/01/2017,31/12/9999,Manufacturing & Engineering,Batch & Furnace Manager,1/01/2017
00003463,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6220,BNE Maint - General,Plant Mechanical Maintenance,3/01/2017,2/07/2017,,Electrician,3/01/2017
00003463,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6250,BNE Maint - Cold End,Plant Mechanical Maintenance,3/01/2017,2/07/2017,Manufacturing & Engineering,Electrician,3/01/2017
00003464,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Corporate Accounting,3/01/2017,31/08/2017,,Master Data Analyst,3/01/2017
00003464,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4305,APAC Region Finance,Process Improvement,3/01/2017,31/08/2017,Finance,Master Data Analyst,3/01/2017
00003465,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,Occupational Health & Safety,3/01/2017,29/09/2017,,Environmental Health &Safety Coordinator,3/01/2017
00003466,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6580,BNE Warehousing,C Shift,4/01/2017,2/07/2017,,PRODUCTION OPERATOR C SHIFT,4/01/2017
00003466,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,C Shift,4/01/2017,2/07/2017,,PRODUCTION OPERATOR C SHIFT,4/01/2017
00003466,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6813,BNE QG32 MachineLine,Distribution - Queensland,4/01/2017,2/07/2017,Manufacturing & Engineering,PRODUCTION OPERATOR C SHIFT,4/01/2017
00003467,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6260,BNE Plant Reliabilit,Plant Reliability,10/01/2017,2/07/2017,,Mechanical Apprentice,10/01/2017
00003467,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6220,BNE Maint - General,Plant Reliability,10/01/2017,2/07/2017,Manufacturing & Engineering,Mechanical Apprentice,10/01/2017
00003468,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4441,Continuous Improvmt,Regional Integrated Operations,16/01/2017,31/12/9999,,Continuous Improvement Lead - ANZ,16/01/2017
00003468,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4441,Continuous Improvmt,Continuous Improvement,16/01/2017,31/12/9999,Strategy & Integration,Continuous Improvement Lead - ANZ,16/01/2017
00003468,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4441,Continuous Improvmt,Operational Performance,16/01/2017,31/12/9999,Strategy & Integration,Continuous Improvement Lead - ANZ,16/01/2017
00003468,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Operational Performance,16/01/2017,31/12/9999,Strategy & Integration,Continuous Improvement Lead - ANZ,16/01/2017
00003468,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Strategy and Integration O-I AP,16/01/2017,31/12/9999,Strategy & Integration,Senior Project Manager,16/01/2017
00003469,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9290,SYD HR & Training,Plant Reliability Sydney,16/01/2017,2/07/2017,,Electrician Apprentice,16/01/2017
00003469,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9290,SYD HR & Training,Plant Electrical Sydney,16/01/2017,2/07/2017,Manufacturing & Engineering,Electrician Apprentice,16/01/2017
00003470,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Day,6580,BNE Warehousing,Distribution - Queensland,23/01/2017,2/07/2017,,Goods Handler,23/01/2017
00003471,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6811,BNE QG15 MachineLine,B Shift,30/01/2017,2/07/2017,,PRODUCTION OPERATOR B SHIFT,30/01/2017
00003471,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Wages,Brisbane Shift,6811,BNE QG15 MachineLine,Distribution - Queensland,30/01/2017,2/07/2017,Manufacturing & Engineering,PRODUCTION OPERATOR B SHIFT,30/01/2017
00003472,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4810,OIAP InformationTech,Service Desk AP,23/01/2017,7/07/2017,,Global Service Desk Analyst,23/01/2017
00003473,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,Distribution,1/02/2017,31/07/2017,,Warehouse and Packaging Manager,1/02/2017
00003473,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,Distribution,1/02/2017,31/07/2017,,Warehouse and Packaging Manager,1/02/2017
00003473,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,ANZ Logistics,1/02/2017,31/07/2017,Supply Chain,Warehouse and Packaging Manager,1/02/2017
00003474,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,,,,30/01/2017,28/10/2017,,Furnance Support Engineer,30/01/2017
00003474,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Plant Engineering,30/01/2017,28/10/2017,,Furnance Support Engineer,30/01/2017
00003475,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,O-I Adelaide Plant,20/02/2017,20/02/2017,,Manufacturing Engineer Graduate,20/02/2017
00003476,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,O-I Melbourne Plant,20/02/2017,20/02/2017,,Manufacturing Engineer Graduate,20/02/2017
00003477,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,O-I Brisbane Plant,20/02/2017,20/02/2017,,Manufacturing Engineer Graduate,20/02/2017
00003478,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,O-I Sydney Plant,20/02/2017,20/02/2017,,Manufacturing Engineer Graduate,20/02/2017
00003479,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,4270,OIAP Manufacturing,Operational Capability,20/02/2017,20/02/2017,Manufacturing & Engineering,Manufacturing Engineering Graduate,20/02/2017
00003480,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4270,OIAP Manufacturing,Plant Engineering,17/02/2017,31/12/9999,,Manufacturing Analyst,17/02/2017
00003480,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4270,OIAP Manufacturing,Plant Engineering,17/02/2017,31/12/9999,Manufacturing & Engineering,Manufacturing Analyst,17/02/2017
00003480,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4270,OIAP Manufacturing,Operational Performance,17/02/2017,31/12/9999,Manufacturing & Engineering,Manufacturing Analyst,17/02/2017
00003480,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4446,Reg SupplyChain Proc,Supply Chain O-I Asia Pacific,17/02/2017,31/12/9999,Supply Chain,Supply Chain Analyst,17/02/2017
00003481,Hire Employee,New position,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5280,ADE Cust Tech Serv,Quality,27/02/2017,28/09/2018,,Quality Coordinator,27/02/2017
00003481,Hire Employee,New position,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5280,ADE Cust Tech Serv,Quality,27/02/2017,28/09/2018,Manufacturing & Engineering,Quality Coordinator,27/02/2017
00003481,Hire Employee,New position,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5280,ADE Cust Tech Serv,Quality,27/02/2017,28/09/2018,Manufacturing & Engineering,Assistant Quality Manager,27/02/2017
00003482,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,6/03/2017,31/12/9999,,Talent Acquisition Consultant,6/03/2017
00003482,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Talent Acquisition,6/03/2017,31/12/9999,Human Resources,Talent Acquisition Consultant,6/03/2017
00003482,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Talent and Organisational Effectiveness,6/03/2017,31/12/9999,Human Resources,Talent Acquisition Consultant,6/03/2017
00003483,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,Australian Financial Operations,13/02/2017,29/09/2017,,Business Analyst O-I Australia,13/02/2017
00003483,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4300,OI Financial Opers,Business Controlling,13/02/2017,29/09/2017,Finance,Business Analyst O-I Australia,13/02/2017
00003484,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Commercial,27/02/2017,30/06/2017,,Project Manager,27/02/2017
00003485,Hire Employee,New position,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4490,GOSC Oper Advance,Operational Advancement,22/02/2017,30/09/2017,,Regional Forming Training SME,6/09/1982
00003485,Hire Employee,New position,1000,ACI Operations Pty Ltd,NSW - GPA - Staff,Sydney Day,4270,OIAP Manufacturing,Operational Advancement,22/02/2017,30/09/2017,Manufacturing & Engineering,Regional Forming Training SME,6/09/1982
00003486,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Business Services,27/02/2017,27/04/2018,,Plant Controller,27/02/2017
00003486,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Plant Controls,27/02/2017,27/04/2018,Manufacturing & Engineering,Plant Controller,27/02/2017
00003486,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,Plant Controls Brisbane,27/02/2017,27/04/2018,Manufacturing & Engineering,Plant Controller,27/02/2017
00003487,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Business Planning,6/03/2017,15/12/2017,,Change Manager,6/03/2017
00003487,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Strategy and Integration O-I AP,6/03/2017,15/12/2017,Strategy & Integration,Change Manager,6/03/2017
00003487,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4308,Strategy & Integrati,Change Management,6/03/2017,15/12/2017,Strategy & Integration,Change Manager,6/03/2017
00003488,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources O-I Asia Pacific,2/03/2017,28/07/2017,,HR Shared Services Administrator,2/03/2017
00003488,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4290,APAC HR & Training,Human Resources Shared Services,2/03/2017,28/07/2017,Human Resources,HR Shared Services Administrator,2/03/2017
00003489,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,Distribution,8/03/2017,30/09/2017,,ANZ Logistics Manager,8/03/2017
00003489,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBDAU,4570,OIAP Distribution,ANZ Logistics,8/03/2017,30/09/2017,Supply Chain,ANZ Logistics Manager,8/03/2017
00003490,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9170,SYD Pack,AUDIT,13/03/2017,2/07/2017,,AUDIT,13/03/2017
00003490,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9170,SYD Pack,C Shift,13/03/2017,2/07/2017,,General Plant Operator,13/03/2017
00003490,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,NSW - GPA - Wages,Sydney Day,9170,SYD Pack,Pack Centre,13/03/2017,2/07/2017,Manufacturing & Engineering,General Plant Operator,13/03/2017
00003491,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Wages,Melbourne Day,7260,MEL Plant Reliabilit,General Maintenace,14/03/2017,2/07/2017,Manufacturing & Engineering,C7 Mechanical Fitter,14/03/2017
00003492,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7300,MEL Business Service,Business Services Melbourne,20/03/2017,31/12/9999,Finance,Plant Controller,20/03/2017
00003493,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,Human Resources O-I Asia Pacific,1/03/2017,29/09/2017,,HR Director Australia,1/03/2017
00003493,Hire Employee,Fill vacancy,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4400,GPA General Manager,Human Resources Business Partnering,1/03/2017,29/09/2017,Human Resources,ANZ HR Director,1/03/2017
00003494,Hire Employee,New position,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne CBD,4460,GOSC Fac Adv Eng,Plant Engineering,27/03/2017,30/03/2019,Manufacturing & Engineering,Furnance Design Engineer,27/03/2017
